Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.4,1280.0,26.42,2163.0,59.2,0.0,0.0,0.0,2.4,641.33,615.94
1,4.455,1549.0,12.98,3071.0,99.45,0.001,714.0,0.41,4.456,1170.81,1095.09
2,4.605,1670.0,14.28,3066.0,100.0,0.0,0.0,0.0,4.605,1253.61,1138.02
3,4.613,1665.0,14.11,3065.0,99.99,0.0,0.0,0.0,4.613,1243.4,1134.88
4,4.545,1698.0,18.59,3072.0,99.87,0.0,0.0,0.0,4.545,1246.27,1128.42
5,4.623,1681.0,13.61,3064.0,100.0,0.003,712.0,0.53,4.626,1241.85,1137.23
6,4.568,1692.0,16.36,3069.0,99.89,0.0,0.0,0.0,4.568,1238.93,1129.06
7,4.605,1642.0,13.93,3065.0,99.95,0.0,0.0,0.0,4.605,1243.39,1134.59
8,4.619,1678.0,14.26,3064.0,99.98,0.0,0.0,0.0,4.619,1240.5,1148.3
9,4.623,1661.0,13.79,3065.0,99.78,0.003,715.0,0.51,4.626,1246.24,1135.51
10,4.594,1709.0,15.3,3068.0,99.92,0.0,0.0,0.0,4.594,1241.22,1125.36
11,4.608,1641.0,14.51,3066.0,99.89,0.0,0.0,0.0,4.608,1244.7,1135.28
12,4.623,1661.0,13.04,3064.0,99.82,0.0,0.0,0.0,4.623,1238.12,1133.34
13,4.628,1671.0,13.35,3064.0,99.98,0.0,0.0,0.0,4.628,1248.72,1130.7
14,4.647,1687.0,13.0,3063.0,100.0,0.0,0.0,0.0,4.647,1239.19,1149.03
15,4.634,1674.0,13.99,3066.0,99.95,0.0,0.0,0.0,4.634,1243.78,1134.23
16,4.592,1701.0,15.24,3068.0,99.32,0.0,0.0,0.0,4.592,1243.7,1132.55
17,4.654,1689.0,25.21,3067.0,99.99,0.0,0.0,0.0,4.654,1238.77,1123.02
18,4.63,1659.0,14.89,3066.0,99.94,0.0,0.0,0.0,4.63,1242.86,1143.57
19,4.655,1663.0,14.26,3064.0,100.0,0.001,714.0,0.41,4.656,1248.27,1142.31
20,4.605,1688.0,15.98,3069.0,99.99,0.0,0.0,0.0,4.605,1235.23,1122.55
21,4.647,1619.0,13.4,3064.0,100.0,0.0,0.0,0.0,4.647,1243.73,1127.95
22,4.665,1710.0,11.72,3062.0,100.0,0.0,0.0,0.0,4.665,1242.73,1157.04
23,4.677,1633.0,11.45,3061.0,100.0,0.0,0.0,0.0,4.677,1246.31,1145.4
24,4.663,1694.0,13.06,3064.0,99.99,0.0,0.0,0.0,4.663,1232.74,1137.52
25,4.656,1712.0,15.29,3065.0,100.0,0.0,712.0,0.32,4.656,1251.05,1151.89
26,4.674,1664.0,14.09,3065.0,100.0,0.0,0.0,0.0,4.674,1246.49,1153.62
27,4.67,1658.0,12.76,3062.0,100.0,0.0,0.0,0.0,4.67,1247.29,1146.31
28,4.643,1671.0,13.45,3065.0,99.78,0.0,0.0,0.0,4.643,1242.08,1134.46
29,4.658,1644.0,13.33,3063.0,99.9,0.0,0.0,0.0,4.658,1231.22,1130.2
30,4.669,1683.0,13.09,3065.0,99.97,0.0,0.0,0.0,4.669,1236.45,1140.73
31,4.639,1705.0,16.6,3070.0,99.99,0.0,0.0,0.0,4.639,1242.79,1132.42
32,4.679,1675.0,12.89,3064.0,100.0,0.0,0.0,0.0,4.679,1241.63,1144.14
33,4.604,1661.0,17.19,3071.0,99.79,0.0,0.0,0.0,4.604,1238.64,1119.25
34,4.637,1677.0,16.05,3069.0,99.9,0.0,0.0,0.0,4.637,1242.14,1115.74
35,4.673,1659.0,13.05,3066.0,99.93,0.0,0.0,0.0,4.673,1241.29,1131.58
36,4.687,1613.0,11.72,3060.0,100.0,0.0,0.0,0.0,4.687,1238.98,1149.57
37,4.698,1657.0,12.78,3062.0,100.0,0.0,0.0,0.0,4.698,1250.11,1148.01
38,4.655,1715.0,14.48,3067.0,99.99,0.0,0.0,0.0,4.655,1235.8,1128.31
39,4.656,1673.0,14.5,3067.0,99.79,0.0,0.0,0.0,4.656,1241.6,1127.85
40,4.629,1680.0,16.7,3070.0,99.88,0.0,0.0,0.0,4.629,1239.57,1118.97
41,4.694,1674.0,13.05,3063.0,100.0,0.0,0.0,0.0,4.694,1245.87,1147.13
42,4.643,1705.0,16.14,3070.0,99.92,0.0,0.0,0.0,4.643,1241.91,1118.61
43,4.648,1693.0,15.59,3068.0,99.84,0.0,0.0,0.0,4.648,1236.19,1135.26
44,4.686,1656.0,12.66,3064.0,99.99,0.0,0.0,0.0,4.686,1245.63,1132.28
45,4.654,1698.0,15.17,3068.0,99.94,0.0,0.0,0.0,4.654,1231.11,1140.36
46,4.699,1701.0,28.38,3067.0,99.98,0.0,0.0,0.0,4.699,1253.55,1135.24
