Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.926,1324.0,29.1,1799.0,48.5,0.0,0.0,0.0,1.926,535.41,476.68
1,4.448,1606.0,24.56,3077.0,97.73,0.0,0.0,0.0,4.448,1216.17,1094.43
2,4.644,1738.0,31.41,3071.0,99.2,0.0,0.0,0.0,4.644,1317.22,1155.29
3,4.681,1728.0,28.26,3067.0,99.34,0.0,0.0,0.0,4.681,1347.96,1158.08
4,4.751,1702.0,30.05,3064.0,99.86,0.0,0.0,0.0,4.751,1334.25,1153.24
5,4.682,1724.0,29.76,3069.0,99.46,0.0,0.0,0.0,4.682,1335.39,1151.92
6,4.847,1749.0,37.06,3065.0,99.76,0.001,714.0,0.41,4.848,1360.34,1163.32
7,4.72,1808.0,45.76,3072.0,99.31,0.0,709.0,0.22,4.72,1331.79,1157.58
8,4.659,1725.0,30.53,3072.0,99.57,0.0,0.0,0.0,4.659,1343.79,1156.41
9,4.716,1745.0,28.58,3068.0,99.58,0.0,714.0,0.41,4.716,1337.22,1160.08
10,4.699,1729.0,28.64,3069.0,99.63,0.0,708.0,0.22,4.699,1336.91,1150.62
11,4.647,1731.0,29.76,3073.0,99.36,0.0,0.0,0.0,4.647,1309.84,1153.79
12,4.693,1728.0,29.75,3070.0,99.38,0.0,711.0,0.32,4.693,1313.95,1153.51
13,4.619,1765.0,31.37,3076.0,99.17,0.0,0.0,0.0,4.619,1314.62,1165.12
14,4.711,1742.0,35.7,3071.0,99.54,0.0,0.0,0.0,4.711,1333.36,1153.09
15,4.775,1708.0,23.6,3064.0,100.0,0.0,0.0,0.0,4.775,1359.07,1163.37
16,4.682,1703.0,22.76,3068.0,99.56,0.0,0.0,0.0,4.682,1329.15,1150.79
17,4.712,1718.0,28.31,3069.0,99.62,0.0,0.0,0.0,4.712,1351.37,1166.05
18,4.742,1744.0,27.44,3067.0,99.88,0.0,0.0,0.0,4.742,1353.89,1157.28
19,4.699,1719.0,31.45,3070.0,99.48,0.0,0.0,0.0,4.699,1343.73,1154.54
20,4.719,1740.0,27.08,3069.0,99.67,0.0,0.0,0.0,4.719,1345.15,1163.24
21,4.751,1712.0,32.43,3070.0,100.0,0.0,0.0,0.0,4.751,1396.1,1163.31
22,5.012,1764.0,69.34,3068.0,99.86,0.001,708.0,0.22,5.013,1344.84,1162.79
23,4.76,1723.0,26.65,3068.0,99.9,0.0,0.0,0.0,4.76,1369.03,1157.18
24,4.738,1721.0,32.81,3069.0,99.57,0.0,708.0,0.22,4.738,1347.46,1166.35
25,4.84,1843.0,49.99,3069.0,99.72,0.0,0.0,0.0,4.84,1365.99,1154.17
26,4.772,1680.0,25.17,3066.0,100.0,0.0,708.0,0.22,4.772,1338.49,1160.8
27,4.747,1711.0,31.35,3070.0,99.54,0.0,0.0,0.0,4.747,1335.2,1158.97
28,4.766,1710.0,24.95,3066.0,99.83,0.0,0.0,0.0,4.766,1352.2,1155.35
29,4.767,1709.0,26.42,3067.0,99.65,0.0,0.0,0.0,4.767,1338.08,1155.1
30,4.852,1803.0,39.25,3068.0,99.72,0.0,709.0,0.22,4.852,1340.99,1164.98
31,4.731,1753.0,33.71,3071.0,99.4,0.0,709.0,0.22,4.731,1319.83,1154.43
32,4.719,1726.0,25.7,3069.0,99.4,0.0,0.0,0.0,4.719,1314.7,1151.01
33,4.759,1707.0,36.01,3069.0,99.61,0.0,712.0,0.32,4.759,1347.72,1158.77
34,4.871,1855.0,58.82,3073.0,99.21,0.0,708.0,0.22,4.871,1340.04,1171.08
35,4.791,1718.0,27.04,3066.0,99.84,0.0,0.0,0.0,4.791,1348.22,1155.39
