Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.322,1313.0,24.9,2139.0,57.29,0.0,0.0,0.0,2.322,647.69,603.02
1,4.505,1669.0,27.19,3071.0,98.73,0.002,714.0,0.41,4.507,1240.67,1099.16
2,4.667,1718.0,15.41,3061.0,100.0,0.0,0.0,0.0,4.667,1319.51,1138.22
3,4.646,1692.0,17.33,3063.0,99.89,0.0,0.0,0.0,4.646,1323.94,1126.21
4,4.649,1707.0,16.39,3064.0,99.91,0.0,0.0,0.0,4.649,1309.02,1134.67
5,4.641,1711.0,17.64,3066.0,100.0,0.0,0.0,0.0,4.641,1306.42,1132.74
6,4.7,1716.0,15.75,3057.0,99.93,0.001,710.0,0.22,4.701,1325.43,1147.32
7,4.683,1704.0,15.41,3059.0,99.96,0.0,0.0,0.0,4.683,1317.06,1136.01
8,4.688,1667.0,15.54,3061.0,99.95,0.001,708.0,0.22,4.689,1307.77,1145.31
9,4.669,1741.0,16.21,3062.0,99.96,0.0,708.0,0.22,4.669,1309.81,1129.8
10,4.655,1678.0,18.07,3065.0,99.86,0.0,0.0,0.0,4.655,1316.06,1137.44
11,4.705,1653.0,13.86,3058.0,100.0,0.0,0.0,0.0,4.705,1311.44,1140.09
12,4.662,1727.0,17.14,3060.0,99.45,0.0,0.0,0.0,4.662,1320.77,1145.82
13,4.709,1710.0,13.97,3059.0,99.91,0.0,0.0,0.0,4.709,1304.42,1138.4
14,4.649,1694.0,15.23,3062.0,98.54,0.0,0.0,0.0,4.649,1312.28,1143.17
15,4.722,1698.0,13.74,3058.0,100.0,0.0,0.0,0.0,4.722,1311.86,1142.09
16,4.701,1715.0,15.51,3061.0,99.87,0.0,0.0,0.0,4.701,1316.6,1140.79
17,4.744,1679.0,12.29,3057.0,100.0,0.0,0.0,0.0,4.744,1312.0,1146.03
18,4.7,1758.0,20.92,3064.0,99.84,0.0,0.0,0.0,4.7,1322.71,1122.04
19,4.667,1752.0,20.26,3066.0,99.92,0.0,0.0,0.0,4.667,1323.35,1148.81
20,4.663,1682.0,18.02,3066.0,99.92,0.0,0.0,0.0,4.663,1308.36,1120.8
21,4.696,1728.0,19.2,3064.0,99.97,0.0,713.0,0.31,4.696,1317.97,1140.88
22,4.695,1674.0,15.59,3061.0,99.78,0.0,0.0,0.0,4.695,1304.6,1142.17
23,4.716,1692.0,15.75,3060.0,100.0,0.001,713.0,0.31,4.717,1305.15,1145.31
24,4.714,1734.0,16.13,3061.0,99.96,0.0,0.0,0.0,4.714,1318.35,1145.19
25,4.696,1691.0,15.87,3063.0,99.56,0.0,0.0,0.0,4.696,1306.3,1147.42
26,4.688,1692.0,18.18,3064.0,100.0,0.0,0.0,0.0,4.688,1304.84,1130.69
27,4.694,1704.0,17.03,3065.0,99.93,0.0,0.0,0.0,4.694,1317.2,1116.91
28,4.723,1704.0,15.34,3062.0,100.0,0.0,0.0,0.0,4.723,1318.62,1146.0
29,4.742,1728.0,14.7,3060.0,99.94,0.0,0.0,0.0,4.742,1315.59,1134.56
30,4.771,1700.0,26.2,3059.0,99.96,0.0,0.0,0.0,4.771,1309.12,1145.0
31,4.701,1666.0,14.91,3062.0,99.83,0.0,0.0,0.0,4.701,1302.44,1136.17
32,4.757,1677.0,12.9,3058.0,100.0,0.0,0.0,0.0,4.757,1308.06,1138.62
33,4.709,1686.0,17.62,3064.0,99.88,0.0,713.0,0.32,4.709,1316.24,1130.25
34,4.728,1680.0,15.3,3061.0,99.87,0.0,0.0,0.0,4.728,1303.68,1137.75
35,4.728,1709.0,16.12,3064.0,100.0,0.0,0.0,0.0,4.728,1308.92,1127.0
36,4.743,1726.0,15.43,3062.0,99.97,0.0,0.0,0.0,4.743,1326.89,1138.3
37,4.745,1704.0,16.66,3060.0,100.0,0.0,710.0,0.22,4.745,1313.15,1145.51
38,4.724,1706.0,15.9,3061.0,99.84,0.0,0.0,0.0,4.724,1323.97,1134.08
39,4.736,1686.0,16.39,3062.0,99.84,0.0,711.0,0.53,4.736,1306.81,1127.6
40,4.688,1712.0,19.06,3068.0,99.87,0.0,0.0,0.0,4.688,1305.66,1130.22
41,4.755,1678.0,16.46,3059.0,100.0,0.0,0.0,0.0,4.755,1323.94,1151.67
42,4.744,1680.0,14.97,3061.0,99.97,0.0,0.0,0.0,4.744,1295.85,1144.46
43,4.777,1700.0,12.78,3058.0,100.0,0.0,0.0,0.0,4.777,1328.47,1138.53
44,4.763,1680.0,14.52,3059.0,100.0,0.0,0.0,0.0,4.763,1316.43,1149.81
45,4.7,1684.0,17.1,3067.0,99.9,0.0,0.0,0.0,4.7,1305.08,1115.89
46,4.737,1704.0,15.46,3062.0,100.0,0.0,0.0,0.0,4.737,1312.94,1135.36
47,4.752,1733.0,15.39,3061.0,99.89,0.0,0.0,0.0,4.752,1332.81,1125.84
48,4.713,1693.0,17.22,3066.0,99.63,0.0,0.0,0.0,4.713,1314.27,1120.79
49,4.777,1691.0,14.11,3059.0,99.99,0.0,0.0,0.0,4.777,1313.72,1152.07
50,4.707,1704.0,15.95,3064.0,99.88,0.0,0.0,0.0,4.707,1308.58,1120.73
51,4.75,1729.0,16.14,3063.0,99.88,0.0,0.0,0.0,4.75,1330.26,1130.71
52,4.767,1743.0,26.28,3065.0,99.83,0.0,0.0,0.0,4.767,1311.25,1127.14
53,4.792,1703.0,14.45,3056.0,100.0,0.0,714.0,0.41,4.792,1319.15,1140.41
54,4.742,1671.0,15.42,3062.0,99.93,0.0,0.0,0.0,4.742,1307.34,1148.13
55,4.729,1709.0,18.21,3064.0,99.67,0.0,0.0,0.0,4.729,1308.41,1146.66
56,4.779,1694.0,13.1,3058.0,100.0,0.0,0.0,0.0,4.779,1304.66,1138.06
57,4.787,1679.0,13.72,3059.0,100.0,0.0,0.0,0.0,4.787,1314.95,1154.64
58,4.667,1739.0,21.36,3071.0,99.81,0.0,0.0,0.0,4.667,1308.08,1116.96
59,4.779,1695.0,14.45,3060.0,100.0,0.0,0.0,0.0,4.779,1308.08,1149.47
60,4.728,1739.0,29.62,3068.0,99.59,0.0,0.0,0.0,4.728,1315.36,1129.54
61,4.763,1682.0,16.19,3062.0,100.0,0.0,0.0,0.0,4.763,1303.31,1148.1
62,4.789,1716.0,13.31,3057.0,100.0,0.0,0.0,0.0,4.789,1311.96,1145.72
63,4.783,1696.0,13.7,3058.0,100.0,0.0,0.0,0.0,4.783,1312.99,1144.76
64,4.801,1684.0,13.0,3057.0,100.0,0.0,0.0,0.0,4.801,1308.72,1144.34
65,4.699,1699.0,19.84,3068.0,99.87,0.0,0.0,0.0,4.699,1315.53,1119.84
66,4.715,1708.0,18.04,3066.0,99.92,0.0,0.0,0.0,4.715,1313.22,1125.48
67,4.692,1720.0,19.47,3069.0,99.73,0.0,0.0,0.0,4.692,1301.21,1114.42
68,4.756,1687.0,15.24,3062.0,100.0,0.0,0.0,0.0,4.756,1316.68,1129.31
69,4.678,1731.0,20.98,3070.0,99.9,0.0,712.0,0.32,4.678,1292.76,1120.84
70,4.694,1701.0,18.31,3067.0,99.0,0.0,0.0,0.0,4.694,1305.88,1136.15
71,4.792,1718.0,13.8,3058.0,100.0,0.0,0.0,0.0,4.792,1318.56,1138.99
72,4.769,1692.0,16.09,3062.0,100.0,0.0,0.0,0.0,4.769,1315.65,1140.56
73,4.721,1707.0,17.48,3063.0,99.71,0.0,0.0,0.0,4.721,1317.26,1120.71
74,4.755,1726.0,16.29,3063.0,100.0,0.0,0.0,0.0,4.755,1302.57,1141.15
75,4.754,1747.0,17.91,3066.0,99.92,0.0,0.0,0.0,4.754,1328.74,1132.01
76,4.754,1662.0,15.21,3062.0,99.95,0.0,0.0,0.0,4.754,1305.05,1136.32
77,4.769,1671.0,16.96,3063.0,100.0,0.0,0.0,0.0,4.769,1300.62,1136.83
78,4.777,1712.0,15.71,3063.0,99.95,0.0,0.0,0.0,4.777,1306.97,1131.18
79,4.77,1714.0,14.65,3060.0,99.85,0.0,0.0,0.0,4.77,1317.72,1130.9
80,4.783,1693.0,15.17,3059.0,100.0,0.0,0.0,0.0,4.783,1331.74,1135.69
81,4.767,1694.0,16.18,3062.0,99.99,0.0,0.0,0.0,4.767,1306.91,1141.34
82,4.729,1689.0,18.9,3066.0,99.86,0.0,0.0,0.0,4.729,1310.82,1148.72
83,4.753,1683.0,16.17,3063.0,99.92,0.0,0.0,0.0,4.753,1308.64,1127.7
84,4.769,1704.0,15.17,3060.0,100.0,0.002,713.0,0.63,4.771,1297.23,1146.35
85,4.771,1701.0,14.85,3059.0,99.41,0.0,0.0,0.0,4.771,1326.17,1143.82
86,4.728,1710.0,17.87,3065.0,99.99,0.0,0.0,0.0,4.728,1308.93,1124.8
87,4.698,1709.0,18.28,3067.0,99.52,0.0,0.0,0.0,4.698,1295.44,1107.38
88,4.756,1686.0,16.99,3061.0,100.0,0.0,0.0,0.0,4.756,1326.0,1151.2
89,4.843,1709.0,26.06,3058.0,100.0,0.0,0.0,0.0,4.843,1312.75,1145.25
90,4.739,1696.0,16.35,3064.0,99.75,0.0,0.0,0.0,4.739,1310.25,1120.55
91,4.761,1680.0,14.85,3061.0,99.83,0.0,0.0,0.0,4.761,1313.72,1123.41
92,4.738,1739.0,16.16,3063.0,99.95,0.0,0.0,0.0,4.738,1298.65,1131.78
93,4.717,1674.0,16.53,3067.0,99.9,0.0,0.0,0.0,4.717,1296.03,1099.18
94,4.751,1649.0,16.73,3064.0,99.78,0.0,0.0,0.0,4.751,1304.54,1128.62
95,4.744,1699.0,16.4,3062.0,99.94,0.0,0.0,0.0,4.744,1304.25,1144.09
96,4.776,1721.0,17.45,3063.0,99.98,0.0,714.0,0.41,4.776,1315.74,1126.51
97,4.761,1731.0,16.68,3063.0,99.62,0.0,0.0,0.0,4.761,1311.2,1114.87
98,4.785,1700.0,16.14,3058.0,100.0,0.001,712.0,0.32,4.786,1313.18,1160.75
99,4.724,1682.0,18.48,3066.0,99.87,0.0,0.0,0.0,4.724,1307.19,1105.13
100,4.809,1661.0,14.31,3060.0,99.77,0.0,713.0,0.31,4.809,1307.58,1139.07
101,4.808,1647.0,12.74,3056.0,100.0,0.0,0.0,0.0,4.808,1317.68,1143.21
102,4.727,1720.0,18.97,3066.0,99.98,0.0,0.0,0.0,4.727,1300.03,1116.57
103,4.817,1671.0,14.04,3059.0,99.93,0.0,0.0,0.0,4.817,1324.95,1144.7
104,4.775,1712.0,17.15,3061.0,100.0,0.0,0.0,0.0,4.775,1317.55,1154.01
105,4.827,1688.0,13.73,3057.0,100.0,0.0,0.0,0.0,4.827,1313.44,1146.96
106,4.821,1695.0,13.29,3056.0,100.0,0.0,0.0,0.0,4.821,1322.89,1147.85
107,4.702,1735.0,20.26,3067.0,99.83,0.0,0.0,0.0,4.702,1302.45,1114.75
108,4.811,1689.0,12.98,3058.0,99.78,0.0,0.0,0.0,4.811,1313.07,1132.59
109,4.787,1718.0,15.24,3058.0,100.0,0.0,0.0,0.0,4.787,1311.41,1142.46
110,4.775,1686.0,15.93,3062.0,99.78,0.0,0.0,0.0,4.775,1319.35,1131.95
111,4.772,1745.0,15.27,3059.0,99.96,0.0,0.0,0.0,4.772,1301.52,1136.84
112,4.771,1703.0,15.78,3062.0,99.96,0.0,0.0,0.0,4.771,1313.21,1127.22
113,4.767,1717.0,17.91,3061.0,100.0,0.0,0.0,0.0,4.767,1320.39,1138.25
114,4.748,1701.0,16.85,3064.0,99.94,0.0,0.0,0.0,4.748,1299.63,1127.34
115,4.792,1708.0,15.9,3059.0,99.49,0.0,0.0,0.0,4.792,1319.86,1125.76
116,4.809,1683.0,13.35,3056.0,100.0,0.0,0.0,0.0,4.809,1311.8,1156.01
117,5.051,1700.0,19.62,3058.0,99.56,0.0,0.0,0.0,5.051,1316.52,1119.42
118,4.752,1725.0,20.59,3063.0,100.0,0.0,0.0,0.0,4.752,1320.62,1153.55
119,4.858,1685.0,25.09,3057.0,99.51,0.0,0.0,0.0,4.858,1313.0,1139.51
120,4.77,1724.0,17.76,3061.0,99.59,0.0,0.0,0.0,4.77,1319.69,1160.19
121,4.773,1674.0,15.7,3062.0,99.93,0.0,0.0,0.0,4.773,1311.34,1124.78
122,4.788,1697.0,14.82,3059.0,99.91,0.0,0.0,0.0,4.788,1303.79,1131.76
123,4.743,1692.0,17.06,3065.0,99.8,0.0,0.0,0.0,4.743,1307.67,1131.82
124,4.822,1655.0,13.83,3058.0,100.0,0.0,0.0,0.0,4.822,1305.75,1148.52
125,4.732,1704.0,18.35,3064.0,99.85,0.0,0.0,0.0,4.732,1311.6,1112.98
