Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.944,1299.0,26.55,1828.0,48.55,0.001,712.0,0.31,1.945,538.75,502.48
1,4.404,1612.0,24.86,3078.0,98.02,0.0,0.0,0.0,4.404,1222.96,1087.94
2,4.665,1722.0,24.48,3039.0,98.46,0.0,0.0,0.0,4.665,1372.72,1156.46
3,4.726,1742.0,25.84,3063.0,99.69,0.0,0.0,0.0,4.726,1358.98,1155.48
4,4.757,1685.0,26.27,3060.0,100.0,0.0,714.0,0.41,4.757,1361.06,1151.84
5,4.711,1742.0,29.0,3066.0,99.56,0.0,0.0,0.0,4.711,1356.09,1164.55
6,4.725,1718.0,26.36,3064.0,99.81,0.001,709.0,0.22,4.726,1372.25,1159.53
7,4.63,1746.0,31.76,3074.0,99.29,0.0,0.0,0.0,4.63,1343.74,1159.63
8,4.65,1720.0,29.25,3072.0,99.33,0.0,0.0,0.0,4.65,1338.88,1155.1
9,4.724,1701.0,24.94,3066.0,99.84,0.0,713.0,0.31,4.724,1363.24,1158.11
10,4.688,1728.0,23.82,3068.0,99.74,0.0,0.0,0.0,4.688,1341.0,1155.16
11,4.718,1744.0,27.36,3067.0,99.74,0.0,0.0,0.0,4.718,1363.34,1153.27
12,4.651,1748.0,29.81,3073.0,99.2,0.0,0.0,0.0,4.651,1340.75,1164.47
13,4.671,1736.0,27.5,3071.0,99.44,0.0,0.0,0.0,4.671,1322.82,1159.41
14,4.663,1718.0,26.68,3071.0,99.43,0.0,0.0,0.0,4.663,1331.14,1159.79
15,4.653,1741.0,31.37,3072.0,99.19,0.0,0.0,0.0,4.653,1339.45,1153.6
16,4.689,1740.0,29.97,3071.0,99.59,0.0,0.0,0.0,4.689,1327.62,1156.48
17,4.706,1745.0,28.88,3069.0,99.54,0.0,0.0,0.0,4.706,1368.69,1157.69
18,4.698,1734.0,29.59,3070.0,99.42,0.0,0.0,0.0,4.698,1335.62,1159.42
19,4.679,1754.0,31.82,3071.0,99.55,0.0,715.0,0.51,4.679,1360.17,1156.2
20,4.774,1799.0,43.14,3068.0,99.81,0.0,709.0,0.22,4.774,1423.19,1147.46
21,4.715,1787.0,31.63,3067.0,99.74,0.0,0.0,0.0,4.715,1455.27,1158.08
22,4.73,1767.0,29.92,3067.0,99.78,0.0,712.0,0.31,4.73,1386.89,1150.09
23,4.672,1754.0,31.35,3072.0,99.3,0.0,0.0,0.0,4.672,1344.47,1163.94
24,4.736,1728.0,25.94,3067.0,99.86,0.0,0.0,0.0,4.736,1367.92,1154.87
25,4.668,1739.0,30.03,3073.0,99.07,0.0,0.0,0.0,4.668,1340.55,1165.04
26,4.67,1727.0,32.18,3073.0,99.27,0.0,0.0,0.0,4.67,1353.7,1156.45
27,4.709,1729.0,28.4,3070.0,99.37,0.0,0.0,0.0,4.709,1332.09,1156.0
28,4.754,1714.0,25.7,3067.0,99.81,0.0,0.0,0.0,4.754,1346.26,1158.49
29,4.702,1740.0,30.35,3070.0,99.3,0.0,0.0,0.0,4.702,1345.75,1161.01
30,4.627,1756.0,31.44,3076.0,99.12,0.0,0.0,0.0,4.627,1295.62,1144.6
31,4.741,1719.0,28.58,3067.0,99.59,0.0,0.0,0.0,4.741,1341.33,1154.49
32,4.724,1772.0,30.96,3070.0,99.77,0.0,0.0,0.0,4.724,1386.36,1163.52
33,4.747,1779.0,31.87,3066.0,99.76,0.0,0.0,0.0,4.747,1448.19,1153.2
34,4.794,1801.0,33.92,3064.0,99.92,0.0,0.0,0.0,4.794,1483.11,1152.71
35,4.805,1781.0,28.28,3062.0,99.93,0.0,0.0,0.0,4.805,1467.83,1157.83
36,4.753,1748.0,31.27,3069.0,99.57,0.0,713.0,0.31,4.753,1382.5,1156.99
37,4.659,1762.0,33.21,3075.0,99.09,0.0,0.0,0.0,4.659,1339.91,1158.73
38,4.758,1742.0,28.83,3069.0,99.8,0.0,708.0,0.22,4.758,1342.31,1157.28
39,4.758,1716.0,25.69,3068.0,99.69,0.0,0.0,0.0,4.758,1359.35,1152.51
40,4.704,1734.0,24.45,3070.0,99.39,0.0,0.0,0.0,4.704,1341.5,1159.38
41,4.756,1735.0,27.23,3068.0,99.76,0.0,0.0,0.0,4.756,1356.15,1165.6
42,4.707,1754.0,30.95,3073.0,99.22,0.0,0.0,0.0,4.707,1346.27,1158.51
43,4.728,1716.0,29.39,3072.0,99.58,0.0,0.0,0.0,4.728,1347.42,1159.2
44,4.794,1713.0,26.46,3066.0,99.87,0.0,0.0,0.0,4.794,1358.48,1159.56
45,4.732,1729.0,28.99,3071.0,99.47,0.0,0.0,0.0,4.732,1348.48,1157.24
46,4.688,1750.0,28.5,3074.0,99.38,0.0,0.0,0.0,4.688,1318.8,1158.42
47,4.836,1709.0,23.48,3063.0,100.0,0.0,0.0,0.0,4.836,1358.6,1151.44
48,4.769,1730.0,28.98,3069.0,99.79,0.0,0.0,0.0,4.769,1378.84,1167.87
49,4.771,1718.0,27.04,3066.0,99.56,0.0,0.0,0.0,4.771,1374.96,1158.45
50,4.755,1743.0,42.84,3072.0,99.38,0.0,0.0,0.0,4.755,1342.05,1159.58
51,4.84,1719.0,26.74,3064.0,99.89,0.0,713.0,0.31,4.84,1370.74,1160.95
52,4.781,1746.0,28.66,3068.0,99.69,0.0,0.0,0.0,4.781,1375.85,1160.66
53,4.676,1740.0,32.42,3075.0,99.2,0.0,709.0,0.22,4.676,1330.22,1159.7
54,4.801,1738.0,25.57,3066.0,99.74,0.0,0.0,0.0,4.801,1349.04,1153.91
55,4.767,1708.0,29.0,3069.0,99.51,0.0,0.0,0.0,4.767,1355.21,1155.6
56,4.777,1718.0,26.42,3067.0,99.63,0.0,0.0,0.0,4.777,1353.06,1165.29
57,4.716,1714.0,27.52,3072.0,99.41,0.0,0.0,0.0,4.716,1331.18,1154.9
58,4.762,1741.0,28.93,3069.0,99.51,0.0,0.0,0.0,4.762,1349.4,1164.04
59,4.712,1724.0,29.39,3073.0,99.45,0.0,0.0,0.0,4.712,1332.75,1162.64
60,4.68,1720.0,25.79,3072.0,98.89,0.0,0.0,0.0,4.68,1335.01,1154.75
61,4.795,1744.0,25.84,3067.0,99.74,0.0,0.0,0.0,4.795,1363.26,1158.75
62,4.766,1739.0,25.0,3068.0,99.57,0.0,0.0,0.0,4.766,1339.62,1153.54
