Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.919,1224.0,22.72,1771.0,47.58,0.0,0.0,0.0,1.919,519.25,477.54
1,4.43,1592.0,25.4,3078.0,97.7,0.002,712.0,0.32,4.432,1224.93,1086.22
2,4.771,1722.0,26.76,3061.0,99.93,0.0,0.0,0.0,4.771,1421.82,1159.6
3,4.731,1784.0,29.48,3064.0,99.92,0.0,0.0,0.0,4.731,1438.01,1156.21
4,4.766,1782.0,28.43,3060.0,99.93,0.0,0.0,0.0,4.766,1457.95,1151.16
5,4.764,1774.0,29.04,3061.0,99.89,0.0,0.0,0.0,4.764,1454.65,1164.76
6,4.633,1750.0,26.7,3070.0,99.84,0.0,0.0,0.0,4.633,1372.67,1148.09
7,4.646,1702.0,27.85,3072.0,99.25,0.0,0.0,0.0,4.646,1319.42,1157.97
8,4.675,1731.0,28.56,3069.0,99.5,0.0,0.0,0.0,4.675,1322.56,1154.57
9,4.648,1760.0,29.14,3072.0,99.35,0.001,708.0,0.22,4.649,1335.19,1158.72
10,4.639,1729.0,29.48,3073.0,99.42,0.0,0.0,0.0,4.639,1328.56,1159.12
11,4.701,1726.0,26.67,3068.0,99.66,0.0,0.0,0.0,4.701,1325.0,1155.53
12,4.622,1750.0,30.53,3075.0,99.13,0.0,0.0,0.0,4.622,1307.88,1158.71
13,4.706,1718.0,27.39,3069.0,99.73,0.0,0.0,0.0,4.706,1322.85,1157.93
14,4.683,1716.0,29.25,3070.0,99.5,0.001,708.0,0.22,4.684,1332.14,1158.91
15,4.676,1718.0,29.34,3071.0,99.38,0.0,708.0,0.22,4.676,1325.11,1149.89
16,4.679,1724.0,26.99,3071.0,99.44,0.0,0.0,0.0,4.679,1311.33,1156.94
17,4.947,1742.0,41.65,3068.0,99.46,0.0,708.0,0.22,4.947,1326.14,1161.61
18,4.634,1720.0,28.41,3074.0,98.92,0.0,0.0,0.0,4.634,1306.98,1159.51
19,4.667,1738.0,29.0,3072.0,99.32,0.0,0.0,0.0,4.667,1313.51,1153.54
20,4.642,1736.0,29.54,3074.0,99.13,0.0,0.0,0.0,4.642,1317.1,1159.61
21,4.742,1707.0,26.91,3067.0,99.67,0.0,0.0,0.0,4.742,1355.01,1152.38
22,4.781,1700.0,22.97,3065.0,100.0,0.0,0.0,0.0,4.781,1346.92,1164.55
23,4.665,1739.0,30.41,3073.0,99.41,0.0,0.0,0.0,4.665,1334.99,1157.48
24,4.75,1729.0,26.34,3066.0,99.71,0.0,0.0,0.0,4.75,1346.53,1154.76
25,4.665,1735.0,28.39,3073.0,99.16,0.0,0.0,0.0,4.665,1322.55,1162.52
26,4.65,1744.0,25.35,3072.0,99.24,0.0,0.0,0.0,4.65,1323.67,1148.63
27,4.758,1687.0,22.9,3066.0,99.74,0.0,0.0,0.0,4.758,1337.7,1156.47
28,4.698,1730.0,28.16,3072.0,99.57,0.0,0.0,0.0,4.698,1340.69,1160.12
29,4.731,1688.0,26.43,3069.0,99.55,0.0,0.0,0.0,4.731,1312.84,1160.17
30,4.727,1734.0,28.3,3069.0,99.58,0.001,714.0,0.41,4.728,1330.49,1158.56
31,4.775,1711.0,23.86,3064.0,99.86,0.0,0.0,0.0,4.775,1340.53,1148.18
32,4.725,1707.0,28.32,3071.0,99.86,0.0,0.0,0.0,4.725,1339.72,1167.37
33,4.788,1722.0,25.4,3066.0,99.87,0.0,709.0,0.22,4.788,1346.2,1158.89
34,4.716,1707.0,25.17,3053.0,98.5,0.0,0.0,0.0,4.716,1331.08,1150.8
35,4.72,1734.0,29.63,3070.0,99.47,0.0,0.0,0.0,4.72,1335.81,1154.87
36,4.781,1722.0,25.27,3065.0,99.81,0.0,0.0,0.0,4.781,1349.26,1154.77
37,4.723,1722.0,26.07,3070.0,99.71,0.0,0.0,0.0,4.723,1333.29,1158.49
38,4.769,1693.0,26.9,3067.0,99.69,0.0,0.0,0.0,4.769,1362.07,1163.38
39,4.743,1724.0,25.55,3068.0,99.73,0.0,0.0,0.0,4.743,1323.65,1149.08
40,4.689,1728.0,28.15,3072.0,99.36,0.0,0.0,0.0,4.689,1327.53,1157.99
41,4.77,1710.0,26.43,3067.0,99.85,0.0,0.0,0.0,4.77,1360.32,1159.21
42,4.765,1767.0,33.43,3067.0,99.76,0.0,0.0,0.0,4.765,1443.11,1151.76
43,4.779,1793.0,31.44,3065.0,99.81,0.0,0.0,0.0,4.779,1449.16,1151.39
44,4.841,1764.0,26.15,3059.0,99.95,0.0,0.0,0.0,4.841,1453.47,1153.83
45,4.777,1757.0,29.39,3065.0,99.78,0.0,0.0,0.0,4.777,1433.66,1150.75
46,4.727,1779.0,33.61,3072.0,99.36,0.0,714.0,0.41,4.727,1337.8,1152.0
47,4.85,1726.0,41.82,3066.0,99.86,0.001,712.0,0.32,4.851,1346.44,1164.52
48,4.702,1750.0,35.55,3074.0,99.09,0.0,712.0,0.32,4.702,1326.07,1151.31
49,4.745,1708.0,28.49,3070.0,99.53,0.0,0.0,0.0,4.745,1333.75,1158.35
50,4.778,1711.0,26.63,3067.0,99.74,0.0,0.0,0.0,4.778,1333.34,1151.58
51,4.773,1711.0,26.89,3068.0,99.73,0.0,0.0,0.0,4.773,1343.51,1169.5
52,4.674,1739.0,28.39,3074.0,99.02,0.0,0.0,0.0,4.674,1316.23,1149.14
53,4.787,1710.0,24.35,3068.0,99.68,0.0,0.0,0.0,4.787,1340.73,1162.97
54,4.69,1747.0,29.57,3073.0,99.23,0.001,708.0,0.22,4.691,1316.24,1151.62
55,4.736,1737.0,28.35,3070.0,99.45,0.0,0.0,0.0,4.736,1337.56,1159.38
56,4.76,1712.0,26.28,3068.0,99.77,0.0,0.0,0.0,4.76,1335.06,1156.76
57,4.812,1708.0,25.92,3065.0,100.0,0.0,0.0,0.0,4.812,1347.62,1156.46
58,4.772,1739.0,33.81,3069.0,99.57,0.001,709.0,0.22,4.773,1333.81,1164.05
59,4.764,1722.0,27.81,3070.0,99.49,0.0,708.0,0.22,4.764,1331.6,1160.28
60,4.788,1715.0,25.79,3067.0,99.71,0.0,0.0,0.0,4.788,1335.45,1156.74
61,4.772,1707.0,25.21,3067.0,99.73,0.0,0.0,0.0,4.772,1329.0,1152.5
62,4.866,1796.0,31.0,3060.0,99.95,0.0,709.0,0.22,4.866,1459.14,1146.41
63,4.783,1792.0,32.74,3067.0,99.74,0.0,0.0,0.0,4.783,1449.73,1152.57
64,4.764,1779.0,33.69,3068.0,99.71,0.0,709.0,0.22,4.764,1447.29,1151.16
