Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.302,1336.0,25.61,2127.0,56.46,0.0,708.0,0.22,2.302,645.72,620.0
1,4.458,1642.0,15.92,3069.0,97.68,0.001,708.0,0.22,4.459,1228.84,1098.0
2,4.682,1686.0,15.36,3060.0,100.0,0.0,0.0,0.0,4.682,1326.86,1133.5
3,4.666,1724.0,17.01,3061.0,99.96,0.0,709.0,0.22,4.666,1322.97,1134.09
4,4.685,1707.0,15.2,3060.0,99.98,0.0,0.0,0.0,4.685,1321.1,1142.63
5,4.655,1708.0,16.01,3061.0,99.95,0.0,0.0,0.0,4.655,1319.74,1137.17
6,4.678,1713.0,15.12,3061.0,99.99,0.0,0.0,0.0,4.678,1311.03,1130.2
7,4.701,1705.0,14.15,3060.0,100.0,0.0,0.0,0.0,4.701,1321.28,1135.15
8,4.66,1728.0,16.5,3063.0,99.96,0.0,0.0,0.0,4.66,1319.1,1140.81
9,4.702,1696.0,14.96,3059.0,100.0,0.0,708.0,0.22,4.702,1317.05,1145.29
10,4.648,1729.0,17.77,3064.0,99.91,0.0,0.0,0.0,4.648,1316.99,1121.99
11,4.689,1702.0,16.44,3063.0,99.97,0.0,0.0,0.0,4.689,1331.78,1135.61
12,4.697,1701.0,16.23,3061.0,100.0,0.0,709.0,0.22,4.697,1315.76,1138.51
13,4.707,1701.0,15.78,3061.0,100.0,0.0,0.0,0.0,4.707,1323.18,1136.32
14,4.714,1729.0,15.78,3060.0,100.0,0.0,0.0,0.0,4.714,1315.9,1158.19
15,4.729,1678.0,14.58,3057.0,100.0,0.0,0.0,0.0,4.729,1327.48,1148.82
16,4.7,1686.0,14.8,3060.0,100.0,0.0,0.0,0.0,4.7,1309.54,1140.14
17,4.703,1700.0,17.17,3061.0,99.97,0.0,709.0,0.22,4.703,1316.48,1138.08
18,4.667,1742.0,18.11,3064.0,99.46,0.0,709.0,0.22,4.667,1316.62,1133.8
19,4.668,1729.0,17.85,3065.0,99.44,0.0,708.0,0.22,4.668,1319.21,1133.76
20,4.734,1691.0,14.13,3058.0,100.0,0.0,0.0,0.0,4.734,1324.23,1150.02
21,4.718,1733.0,29.46,3066.0,99.77,0.0,0.0,0.0,4.718,1327.64,1122.96
22,4.718,1711.0,16.28,3060.0,100.0,0.0,709.0,0.22,4.718,1312.73,1134.82
23,4.725,1722.0,17.27,3061.0,100.0,0.0,0.0,0.0,4.725,1336.42,1152.63
24,4.747,1690.0,14.85,3060.0,100.0,0.0,0.0,0.0,4.747,1319.47,1134.87
25,4.671,1714.0,17.64,3065.0,99.95,0.0,0.0,0.0,4.671,1307.91,1123.65
26,4.643,1707.0,19.91,3068.0,99.79,0.0,0.0,0.0,4.643,1308.8,1116.91
27,4.711,1722.0,17.71,3062.0,99.91,0.0,710.0,0.22,4.711,1318.41,1128.85
28,4.696,1725.0,17.49,3066.0,100.0,0.0,0.0,0.0,4.696,1313.52,1129.74
29,4.733,1692.0,15.11,3060.0,99.53,0.0,0.0,0.0,4.733,1316.04,1151.58
30,4.734,1709.0,16.36,3059.0,100.0,0.001,715.0,0.93,4.735,1309.96,1139.84
31,4.705,1695.0,15.28,3063.0,99.95,0.0,0.0,0.0,4.705,1310.82,1138.32
32,4.685,1708.0,19.07,3067.0,99.9,0.0,0.0,0.0,4.685,1323.66,1125.97
33,4.7,1713.0,19.67,3066.0,99.89,0.002,716.0,0.51,4.702,1313.46,1126.57
34,4.765,1675.0,14.15,3058.0,100.0,0.0,0.0,0.0,4.765,1323.0,1147.69
35,4.76,1663.0,13.97,3057.0,99.52,0.001,709.0,0.22,4.761,1320.24,1144.48
36,4.739,1703.0,14.4,3059.0,99.51,0.0,0.0,0.0,4.739,1314.5,1155.25
37,4.691,1746.0,18.09,3066.0,99.45,0.0,0.0,0.0,4.691,1314.67,1134.49
38,4.744,1706.0,15.71,3061.0,100.0,0.0,0.0,0.0,4.744,1318.42,1133.25
39,4.776,1681.0,13.21,3057.0,99.97,0.0,0.0,0.0,4.776,1314.36,1147.2
40,4.721,1720.0,16.51,3064.0,99.89,0.0,0.0,0.0,4.721,1327.03,1133.21
41,4.747,1733.0,14.94,3060.0,100.0,0.0,0.0,0.0,4.747,1318.5,1136.33
42,4.734,1715.0,16.26,3063.0,99.91,0.0,0.0,0.0,4.734,1315.44,1123.92
43,4.732,1725.0,16.29,3061.0,99.94,0.0,0.0,0.0,4.732,1307.69,1144.73
44,4.749,1716.0,15.18,3061.0,99.91,0.0,0.0,0.0,4.749,1321.38,1136.0
45,4.729,1753.0,16.85,3063.0,99.84,0.0,0.0,0.0,4.729,1317.37,1124.42
46,4.741,1688.0,15.2,3063.0,99.97,0.0,0.0,0.0,4.741,1304.98,1132.69
47,4.74,1699.0,15.55,3061.0,99.46,0.0,0.0,0.0,4.74,1314.69,1135.11
48,4.761,1708.0,16.62,3060.0,99.87,0.0,0.0,0.0,4.761,1319.0,1155.17
49,4.721,1688.0,16.28,3062.0,99.61,0.0,0.0,0.0,4.721,1303.98,1133.2
50,4.749,1690.0,14.56,3060.0,100.0,0.0,0.0,0.0,4.749,1308.03,1133.97
51,4.775,1679.0,27.58,3062.0,99.77,0.0,0.0,0.0,4.775,1313.62,1133.5
52,4.821,1689.0,12.33,3055.0,100.0,0.0,0.0,0.0,4.821,1333.01,1159.0
53,4.715,1723.0,18.97,3064.0,100.0,0.0,0.0,0.0,4.715,1309.55,1135.82
54,4.775,1689.0,14.15,3059.0,100.0,0.0,0.0,0.0,4.775,1330.88,1137.69
55,4.779,1674.0,13.71,3058.0,99.91,0.0,0.0,0.0,4.779,1311.99,1144.19
56,4.733,1710.0,16.58,3062.0,99.82,0.0,0.0,0.0,4.733,1326.78,1139.88
57,4.728,1705.0,18.55,3063.0,99.96,0.0,0.0,0.0,4.728,1317.23,1133.66
58,4.777,1738.0,16.32,3060.0,99.97,0.0,0.0,0.0,4.777,1317.29,1148.13
59,4.752,1692.0,15.44,3064.0,99.94,0.0,0.0,0.0,4.752,1311.52,1124.94
60,4.745,1665.0,17.16,3062.0,99.97,0.0,713.0,0.31,4.745,1324.55,1132.8
61,4.742,1761.0,17.42,3065.0,100.0,0.0,0.0,0.0,4.742,1312.25,1144.87
62,4.737,1703.0,17.43,3065.0,99.98,0.0,0.0,0.0,4.737,1302.4,1126.0
63,4.745,1723.0,16.86,3062.0,100.0,0.0,0.0,0.0,4.745,1317.37,1138.52
64,4.758,1741.0,18.79,3062.0,99.92,0.004,712.0,0.84,4.762,1335.02,1128.23
65,4.726,1698.0,17.75,3065.0,99.97,0.0,0.0,0.0,4.726,1314.79,1127.31
66,4.719,1713.0,19.44,3067.0,99.92,0.001,711.0,0.53,4.72,1317.51,1117.48
67,4.788,1708.0,13.74,3060.0,100.0,0.0,712.0,0.32,4.788,1300.43,1134.95
68,4.732,1701.0,18.3,3066.0,99.91,0.0,0.0,0.0,4.732,1322.2,1120.36
69,4.742,1716.0,17.37,3065.0,99.96,0.001,708.0,0.22,4.743,1319.15,1131.51
70,4.727,1705.0,18.41,3066.0,99.9,0.0,0.0,0.0,4.727,1312.45,1134.04
71,4.755,1686.0,15.11,3062.0,99.97,0.0,0.0,0.0,4.755,1302.88,1134.95
72,4.758,1682.0,15.56,3061.0,99.99,0.0,0.0,0.0,4.758,1317.37,1129.34
73,4.717,1700.0,17.33,3064.0,99.07,0.0,0.0,0.0,4.717,1315.83,1136.32
74,4.748,1701.0,17.87,3062.0,99.51,0.0,0.0,0.0,4.748,1322.33,1145.0
75,4.755,1659.0,16.41,3062.0,99.86,0.0,0.0,0.0,4.755,1306.16,1148.07
76,4.78,1728.0,15.85,3061.0,100.0,0.0,0.0,0.0,4.78,1323.11,1143.24
77,4.76,1664.0,15.73,3064.0,100.0,0.0,0.0,0.0,4.76,1309.32,1122.19
78,4.802,1642.0,15.26,3060.0,100.0,0.0,0.0,0.0,4.802,1329.05,1134.19
79,4.761,1709.0,18.23,3063.0,99.99,0.0,0.0,0.0,4.761,1322.63,1148.51
80,4.809,1733.0,28.21,3063.0,100.0,0.0,0.0,0.0,4.809,1328.61,1141.6
81,4.794,1748.0,16.39,3059.0,100.0,0.0,0.0,0.0,4.794,1321.87,1153.04
82,4.779,1710.0,14.82,3060.0,99.96,0.0,0.0,0.0,4.779,1314.0,1137.96
83,4.936,1699.0,48.26,3064.0,99.87,0.0,715.0,0.42,4.936,1316.16,1134.03
84,5.122,1762.0,82.52,3064.0,100.0,0.001,709.0,0.22,5.123,1329.8,1152.85
85,4.792,1690.0,14.05,3058.0,99.85,0.0,0.0,0.0,4.792,1316.36,1135.76
86,4.753,1759.0,17.67,3064.0,100.0,0.0,0.0,0.0,4.753,1302.35,1140.76
87,4.716,1708.0,19.98,3067.0,99.36,0.0,709.0,0.22,4.716,1321.2,1125.43
88,4.751,1694.0,15.7,3062.0,99.57,0.0,0.0,0.0,4.751,1307.6,1139.76
89,4.833,1689.0,14.55,3056.0,100.0,0.0,714.0,0.41,4.833,1328.46,1154.86
90,4.778,1682.0,16.47,3060.0,100.0,0.0,712.0,0.31,4.778,1325.55,1132.22
91,4.793,1704.0,15.11,3060.0,99.71,0.0,0.0,0.0,4.793,1326.43,1133.48
92,4.788,1739.0,14.51,3058.0,100.0,0.0,0.0,0.0,4.788,1309.93,1138.88
93,4.751,1684.0,16.65,3063.0,99.5,0.001,709.0,0.22,4.752,1305.55,1135.48
94,4.744,1671.0,18.21,3063.0,99.98,0.0,0.0,0.0,4.744,1310.7,1131.57
95,4.774,1718.0,20.01,3062.0,99.97,0.0,0.0,0.0,4.774,1336.05,1144.48
96,4.794,1694.0,15.31,3059.0,100.0,0.0,0.0,0.0,4.794,1319.74,1147.64
97,4.755,1688.0,17.18,3063.0,99.6,0.001,708.0,0.22,4.756,1311.4,1127.19
98,4.786,1707.0,15.87,3058.0,100.0,0.0,0.0,0.0,4.786,1316.54,1143.06
99,4.754,1684.0,18.2,3064.0,99.95,0.0,708.0,0.22,4.754,1318.24,1126.75
100,4.777,1647.0,15.84,3061.0,99.81,0.0,0.0,0.0,4.777,1307.36,1136.71
101,4.811,1632.0,14.41,3056.0,100.0,0.0,0.0,0.0,4.811,1329.14,1143.55
