Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.322,1337.0,27.2,2151.0,57.8,0.0,0.0,0.0,2.322,655.57,614.23
1,4.453,1657.0,15.26,3066.0,97.52,0.001,708.0,0.22,4.454,1215.86,1095.87
2,4.683,1711.0,15.0,3060.0,99.97,0.0,0.0,0.0,4.683,1326.57,1146.56
3,4.656,1727.0,29.56,3067.0,99.89,0.0,0.0,0.0,4.656,1322.4,1119.55
4,4.644,1699.0,15.46,3063.0,99.92,0.0,0.0,0.0,4.644,1292.51,1127.36
5,4.708,1728.0,14.95,3058.0,100.0,0.0,0.0,0.0,4.708,1333.34,1151.94
6,4.655,1708.0,16.62,3064.0,99.98,0.0,0.0,0.0,4.655,1317.41,1141.36
7,4.711,1694.0,14.36,3059.0,100.0,0.0,0.0,0.0,4.711,1313.23,1147.23
8,4.681,1667.0,14.46,3058.0,99.53,0.0,0.0,0.0,4.681,1314.01,1152.27
9,4.663,1682.0,16.33,3060.0,99.5,0.0,713.0,0.32,4.663,1308.69,1138.59
10,4.549,1730.0,23.43,3074.0,99.3,0.0,0.0,0.0,4.549,1308.52,1090.76
11,4.697,1728.0,19.61,3062.0,100.0,0.005,712.0,0.95,4.702,1320.8,1157.37
12,4.633,1750.0,21.62,3069.0,99.85,0.0,0.0,0.0,4.633,1329.94,1137.32
13,4.685,1771.0,15.57,3059.0,100.0,0.0,0.0,0.0,4.685,1317.77,1145.35
14,4.678,1716.0,15.81,3063.0,99.99,0.0,0.0,0.0,4.678,1308.08,1142.34
15,4.695,1737.0,15.3,3062.0,99.9,0.0,0.0,0.0,4.695,1308.7,1136.5
16,4.661,1694.0,15.99,3064.0,99.83,0.0,0.0,0.0,4.661,1304.04,1118.99
17,4.723,1701.0,12.8,3058.0,100.0,0.0,0.0,0.0,4.723,1315.1,1148.08
18,4.695,1684.0,15.03,3061.0,99.79,0.0,0.0,0.0,4.695,1313.44,1133.08
