Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.41,1314.0,29.65,2054.0,59.12,0.0,0.0,0.0,2.41,651.37,605.33
1,4.371,1637.0,18.33,3071.0,97.41,0.001,714.0,0.41,4.372,1192.28,1086.26
2,4.654,1660.0,13.74,3062.0,99.99,0.0,0.0,0.0,4.654,1288.6,1140.85
3,4.619,1665.0,16.6,3068.0,100.0,0.0,0.0,0.0,4.619,1276.75,1131.46
4,4.647,1715.0,14.69,3060.0,100.0,0.0,0.0,0.0,4.647,1275.26,1150.97
5,4.667,1689.0,26.53,3065.0,99.99,0.0,0.0,0.0,4.667,1282.21,1135.6
6,4.569,1729.0,19.52,3070.0,99.84,0.0,0.0,0.0,4.569,1275.06,1119.2
7,4.643,1676.0,15.04,3063.0,99.92,0.002,712.0,0.32,4.645,1275.83,1129.51
8,4.64,1699.0,15.33,3064.0,100.0,0.0,0.0,0.0,4.64,1278.62,1142.91
9,4.641,1674.0,16.51,3065.0,99.96,0.001,712.0,0.31,4.642,1284.31,1130.5
10,4.666,1666.0,13.74,3061.0,100.0,0.0,0.0,0.0,4.666,1276.83,1145.71
11,4.646,1662.0,14.85,3063.0,99.98,0.0,0.0,0.0,4.646,1271.76,1127.95
12,4.634,1706.0,17.0,3067.0,99.88,0.0,0.0,0.0,4.634,1286.33,1122.34
13,4.675,1650.0,13.4,3061.0,100.0,0.0,0.0,0.0,4.675,1270.64,1146.9
14,4.699,1671.0,13.04,3060.0,100.0,0.0,0.0,0.0,4.699,1290.49,1143.91
15,4.665,1701.0,14.03,3062.0,100.0,0.0,0.0,0.0,4.665,1278.76,1141.31
16,4.632,1685.0,18.42,3068.0,99.88,0.0,0.0,0.0,4.632,1279.77,1134.67
17,4.673,1726.0,13.49,3061.0,100.0,0.0,0.0,0.0,4.673,1281.19,1142.53
18,4.665,1686.0,14.59,3065.0,100.0,0.0,0.0,0.0,4.665,1279.9,1133.2
19,4.68,1646.0,13.15,3061.0,99.86,0.0,0.0,0.0,4.68,1272.55,1138.39
20,4.704,1681.0,13.0,3060.0,100.0,0.0,0.0,0.0,4.704,1281.96,1148.1
21,4.622,1699.0,17.53,3068.0,99.76,0.0,0.0,0.0,4.622,1277.42,1115.91
22,4.681,1711.0,15.0,3062.0,99.95,0.0,0.0,0.0,4.681,1274.47,1129.65
23,4.676,1663.0,14.09,3063.0,99.88,0.0,0.0,0.0,4.676,1284.48,1137.72
24,4.705,1702.0,13.58,3062.0,100.0,0.0,0.0,0.0,4.705,1274.04,1138.75
25,4.679,1691.0,14.47,3065.0,99.89,0.0,0.0,0.0,4.679,1281.22,1143.95
26,4.662,1699.0,15.91,3065.0,99.91,0.0,0.0,0.0,4.662,1270.06,1129.65
27,4.702,1746.0,14.93,3062.0,99.99,0.0,0.0,0.0,4.702,1291.52,1156.17
28,4.714,1669.0,13.93,3061.0,100.0,0.0,0.0,0.0,4.714,1287.46,1150.06
29,4.698,1699.0,13.61,3061.0,100.0,0.0,0.0,0.0,4.698,1269.49,1140.49
30,4.649,1699.0,15.11,3067.0,99.82,0.0,0.0,0.0,4.649,1262.91,1131.3
31,4.635,1722.0,17.36,3070.0,99.8,0.0,0.0,0.0,4.635,1270.05,1116.63
