Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.406,1304.0,33.34,2117.0,59.03,0.0,0.0,0.0,2.406,661.33,619.75
1,4.43,1606.0,16.12,3068.0,97.47,0.001,712.0,0.32,4.431,1202.7,1096.33
2,4.597,1693.0,18.16,3068.0,99.89,0.0,0.0,0.0,4.597,1280.39,1130.39
3,4.623,1727.0,15.94,3064.0,100.0,0.0,0.0,0.0,4.623,1299.93,1124.38
4,4.614,1726.0,16.21,3065.0,99.97,0.0,0.0,0.0,4.614,1283.37,1131.16
5,4.601,1728.0,16.64,3066.0,99.83,0.0,0.0,0.0,4.601,1283.88,1110.74
6,4.66,1671.0,14.48,3062.0,99.95,0.0,0.0,0.0,4.66,1291.84,1149.77
7,4.636,1670.0,15.3,3063.0,99.98,0.0,0.0,0.0,4.636,1280.38,1126.18
8,4.62,1655.0,16.37,3065.0,99.96,0.0,0.0,0.0,4.62,1284.99,1129.66
9,4.662,1714.0,17.05,3064.0,99.99,0.002,712.0,0.63,4.664,1281.22,1142.65
10,4.666,1700.0,13.9,3061.0,100.0,0.0,0.0,0.0,4.666,1285.45,1143.41
11,4.616,1714.0,16.65,3066.0,99.94,0.0,0.0,0.0,4.616,1285.51,1123.88
12,4.649,1711.0,14.91,3063.0,99.87,0.0,0.0,0.0,4.649,1278.79,1137.73
13,4.679,1721.0,14.17,3061.0,100.0,0.0,0.0,0.0,4.679,1290.84,1135.4
14,4.676,1668.0,13.55,3060.0,99.87,0.0,0.0,0.0,4.676,1285.1,1145.5
15,4.636,1638.0,13.77,3065.0,99.92,0.0,0.0,0.0,4.636,1252.39,1136.09
16,4.679,1591.0,10.71,3059.0,100.0,0.0,0.0,0.0,4.679,1244.72,1139.51
17,4.686,1672.0,11.71,3059.0,100.0,0.0,0.0,0.0,4.686,1263.27,1158.44
18,4.669,1659.0,13.36,3062.0,100.0,0.0,0.0,0.0,4.669,1251.33,1151.74
19,4.69,1583.0,9.87,3058.0,100.0,0.0,0.0,0.0,4.69,1253.46,1146.36
20,4.68,1647.0,12.31,3061.0,100.0,0.0,0.0,0.0,4.68,1250.83,1155.83
21,4.757,1629.0,23.3,3059.0,100.0,0.0,0.0,0.0,4.757,1267.86,1150.4
22,4.689,1637.0,11.5,3059.0,100.0,0.0,0.0,0.0,4.689,1247.94,1149.85
23,4.694,1646.0,11.84,3061.0,100.0,0.0,0.0,0.0,4.694,1256.22,1142.34
24,4.701,1656.0,14.0,3062.0,100.0,0.0,712.0,0.31,4.701,1259.59,1160.86
25,4.695,1610.0,11.01,3060.0,100.0,0.0,0.0,0.0,4.695,1251.23,1147.82
26,4.723,1595.0,11.19,3057.0,100.0,0.0,0.0,0.0,4.723,1268.92,1153.52
27,4.693,1656.0,13.56,3061.0,100.0,0.0,0.0,0.0,4.693,1247.8,1154.55
28,4.689,1679.0,13.0,3060.0,100.0,0.0,0.0,0.0,4.689,1268.04,1140.21
29,4.713,1691.0,13.67,3061.0,100.0,0.001,712.0,0.31,4.714,1259.79,1153.25
30,4.672,1620.0,13.18,3062.0,100.0,0.0,0.0,0.0,4.672,1232.84,1150.07
31,4.724,1574.0,9.98,3057.0,100.0,0.0,0.0,0.0,4.724,1252.36,1156.62
32,4.678,1694.0,15.68,3066.0,100.0,0.0,0.0,0.0,4.678,1259.91,1142.02
33,4.71,1628.0,12.55,3060.0,100.0,0.0,0.0,0.0,4.71,1258.68,1159.78
34,4.719,1628.0,11.21,3058.0,100.0,0.0,0.0,0.0,4.719,1265.49,1152.26
35,4.718,1616.0,10.86,3060.0,100.0,0.0,0.0,0.0,4.718,1252.35,1145.94
36,4.711,1632.0,11.21,3059.0,100.0,0.0,0.0,0.0,4.711,1253.45,1151.1
37,4.714,1621.0,11.91,3060.0,100.0,0.0,0.0,0.0,4.714,1253.84,1149.86
38,4.731,1642.0,11.49,3059.0,100.0,0.0,0.0,0.0,4.731,1263.86,1157.11
39,4.691,1659.0,13.47,3062.0,100.0,0.0,0.0,0.0,4.691,1253.01,1144.8
40,4.716,1646.0,12.64,3060.0,100.0,0.0,0.0,0.0,4.716,1262.51,1157.23
41,4.706,1677.0,13.38,3064.0,100.0,0.0,0.0,0.0,4.706,1259.99,1143.0
42,4.714,1656.0,13.74,3062.0,100.0,0.0,0.0,0.0,4.714,1266.51,1151.89
43,4.712,1661.0,13.22,3061.0,100.0,0.0,0.0,0.0,4.712,1258.47,1152.63
44,4.706,1713.0,14.21,3062.0,100.0,0.0,0.0,0.0,4.706,1253.95,1153.44
45,4.703,1666.0,14.11,3066.0,100.0,0.0,0.0,0.0,4.703,1247.97,1150.42
46,4.718,1664.0,11.61,3059.0,100.0,0.0,0.0,0.0,4.718,1259.15,1149.16
47,4.708,1621.0,12.86,3060.0,100.0,0.0,0.0,0.0,4.708,1254.34,1153.1
48,4.715,1679.0,12.76,3063.0,100.0,0.0,0.0,0.0,4.715,1258.71,1150.34
49,4.698,1638.0,12.81,3061.0,100.0,0.0,0.0,0.0,4.698,1244.26,1150.22
50,4.668,1742.0,18.41,3069.0,100.0,0.0,0.0,0.0,4.668,1266.25,1143.12
51,4.815,1671.0,25.92,3058.0,100.0,0.0,0.0,0.0,4.815,1251.05,1152.72
52,4.681,1692.0,18.0,3065.0,100.0,0.001,714.0,0.83,4.682,1257.24,1153.5
53,4.729,1642.0,11.47,3059.0,100.0,0.0,0.0,0.0,4.729,1268.49,1144.41
54,4.719,1680.0,12.75,3061.0,100.0,0.0,0.0,0.0,4.719,1253.77,1159.56
55,4.731,1635.0,12.7,3059.0,100.0,0.002,712.0,0.32,4.733,1255.02,1145.61
56,4.714,1642.0,13.66,3062.0,100.0,0.0,0.0,0.0,4.714,1254.27,1154.55
57,4.704,1670.0,15.25,3065.0,100.0,0.0,0.0,0.0,4.704,1262.7,1151.34
58,4.728,1668.0,10.97,3060.0,100.0,0.0,0.0,0.0,4.728,1255.61,1142.67
59,4.739,1690.0,12.27,3063.0,100.0,0.0,0.0,0.0,4.739,1255.5,1149.13
60,4.711,1698.0,11.75,3064.0,100.0,0.0,0.0,0.0,4.711,1250.93,1138.61
61,4.727,1630.0,11.83,3061.0,100.0,0.0,0.0,0.0,4.727,1255.68,1153.43
62,4.738,1706.0,12.66,3062.0,100.0,0.0,0.0,0.0,4.738,1253.84,1153.3
63,4.734,1706.0,14.22,3062.0,100.0,0.0,0.0,0.0,4.734,1266.66,1147.01
64,4.736,1698.0,11.14,3060.0,100.0,0.0,0.0,0.0,4.736,1254.26,1142.28
65,4.75,1643.0,10.7,3061.0,100.0,0.0,0.0,0.0,4.75,1255.41,1156.15
66,4.718,1720.0,13.66,3064.0,100.0,0.0,0.0,0.0,4.718,1256.76,1146.65
67,4.739,1715.0,12.44,3061.0,100.0,0.0,0.0,0.0,4.739,1266.83,1145.53
68,4.736,1675.0,10.65,3059.0,100.0,0.0,0.0,0.0,4.736,1242.26,1143.79
69,4.717,1706.0,14.72,3066.0,100.0,0.0,0.0,0.0,4.717,1270.58,1152.96
70,4.744,1696.0,12.25,3063.0,100.0,0.0,0.0,0.0,4.744,1267.08,1137.45
71,4.74,1728.0,12.49,3062.0,100.0,0.0,0.0,0.0,4.74,1263.54,1157.17
72,4.739,1717.0,12.48,3063.0,100.0,0.0,0.0,0.0,4.739,1250.9,1147.19
73,4.751,1721.0,11.5,3062.0,100.0,0.0,0.0,0.0,4.751,1268.84,1139.64
74,4.749,1693.0,11.48,3061.0,100.0,0.0,0.0,0.0,4.749,1258.39,1152.31
75,4.736,1675.0,12.75,3062.0,100.0,0.0,0.0,0.0,4.736,1259.46,1137.66
76,4.757,1682.0,10.78,3061.0,100.0,0.0,0.0,0.0,4.757,1252.16,1152.53
77,4.748,1714.0,11.73,3062.0,100.0,0.0,0.0,0.0,4.748,1257.73,1138.28
78,4.739,1763.0,12.74,3061.0,100.0,0.0,0.0,0.0,4.739,1271.24,1153.26
79,4.718,1713.0,13.61,3065.0,100.0,0.0,0.0,0.0,4.718,1256.89,1143.82
80,4.748,1740.0,28.3,3067.0,100.0,0.0,0.0,0.0,4.748,1252.23,1139.56
81,4.755,1678.0,11.78,3062.0,100.0,0.0,0.0,0.0,4.755,1265.91,1155.14
82,4.71,1746.0,14.08,3065.0,100.0,0.0,0.0,0.0,4.71,1252.32,1141.66
83,4.748,1733.0,12.19,3063.0,100.0,0.0,0.0,0.0,4.748,1263.17,1153.55
84,4.758,1725.0,10.5,3060.0,100.0,0.0,0.0,0.0,4.758,1257.7,1139.45
85,4.72,1730.0,14.65,3064.0,100.0,0.0,0.0,0.0,4.72,1253.37,1154.03
86,4.746,1712.0,15.69,3063.0,100.0,0.0,712.0,0.31,4.746,1269.52,1147.58
87,4.748,1710.0,11.23,3062.0,100.0,0.0,0.0,0.0,4.748,1254.85,1140.2
88,4.717,1713.0,14.97,3064.0,100.0,0.0,0.0,0.0,4.717,1255.02,1148.98
89,4.738,1704.0,13.69,3063.0,100.0,0.0,714.0,0.41,4.738,1250.48,1153.16
90,4.741,1699.0,13.58,3064.0,100.0,0.0,0.0,0.0,4.741,1263.98,1138.46
91,4.734,1706.0,12.48,3063.0,100.0,0.0,0.0,0.0,4.734,1258.17,1157.65
92,4.657,1710.0,15.19,3069.0,99.01,0.0,0.0,0.0,4.657,1233.8,1140.79
93,4.753,1720.0,12.14,3062.0,100.0,0.0,0.0,0.0,4.753,1247.93,1150.54
94,4.761,1676.0,11.18,3060.0,100.0,0.0,0.0,0.0,4.761,1266.29,1146.62
95,4.749,1715.0,11.02,3060.0,100.0,0.0,0.0,0.0,4.749,1254.84,1138.21
96,4.744,1717.0,13.47,3063.0,100.0,0.0,0.0,0.0,4.744,1260.43,1149.34
97,4.77,1733.0,11.22,3060.0,100.0,0.0,0.0,0.0,4.77,1258.06,1151.36
98,4.727,1729.0,13.34,3063.0,100.0,0.0,0.0,0.0,4.727,1263.68,1139.09
99,4.747,1726.0,13.36,3062.0,100.0,0.0,0.0,0.0,4.747,1259.21,1148.07
100,4.779,1750.0,10.49,3060.0,100.0,0.0,0.0,0.0,4.779,1253.15,1149.83
101,4.738,1686.0,12.36,3061.0,100.0,0.0,0.0,0.0,4.738,1259.38,1145.36
102,4.716,1710.0,16.13,3063.0,99.51,0.003,714.0,0.73,4.718,1262.38,1140.8
103,4.783,1687.0,11.08,3059.0,100.0,0.0,0.0,0.0,4.783,1266.72,1146.92
104,4.771,1701.0,10.6,3060.0,100.0,0.0,0.0,0.0,4.771,1254.35,1139.29
105,4.75,1740.0,14.89,3065.0,100.0,0.0,0.0,0.0,4.75,1262.34,1154.56
106,4.774,1685.0,9.72,3059.0,100.0,0.0,0.0,0.0,4.774,1248.22,1146.49
107,4.772,1664.0,12.15,3061.0,100.0,0.0,0.0,0.0,4.772,1256.84,1146.1
108,4.772,1709.0,11.67,3060.0,100.0,0.0,0.0,0.0,4.772,1266.26,1138.92
