Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.425,1262.0,22.24,2164.0,59.68,0.0,0.0,0.0,2.425,660.39,621.15
1,4.43,1578.0,14.12,3071.0,98.05,0.001,714.0,0.41,4.431,1185.33,1094.09
2,4.601,1700.0,15.58,3067.0,99.99,0.0,0.0,0.0,4.601,1258.45,1139.61
3,4.609,1682.0,14.85,3066.0,99.99,0.0,0.0,0.0,4.609,1256.51,1126.78
4,4.628,1689.0,16.34,3064.0,100.0,0.0,0.0,0.0,4.628,1264.33,1147.92
5,4.655,1681.0,13.14,3060.0,100.0,0.0,0.0,0.0,4.655,1271.22,1145.62
6,4.656,1676.0,14.51,3061.0,100.0,0.003,712.0,0.63,4.659,1256.22,1151.83
7,4.672,1729.0,25.73,3064.0,99.99,0.0,0.0,0.0,4.672,1250.35,1141.8
8,4.609,1709.0,15.79,3066.0,99.96,0.0,0.0,0.0,4.609,1256.27,1135.82
9,4.603,1728.0,16.03,3067.0,99.9,0.001,714.0,0.41,4.604,1243.98,1127.51
10,4.63,1716.0,16.67,3066.0,99.94,0.0,0.0,0.0,4.63,1269.43,1136.24
11,4.626,1720.0,14.36,3066.0,99.85,0.0,0.0,0.0,4.626,1251.34,1126.74
12,4.541,1715.0,20.47,3073.0,99.77,0.0,0.0,0.0,4.541,1253.2,1107.79
13,4.585,1719.0,17.39,3070.0,99.92,0.0,0.0,0.0,4.585,1246.18,1116.91
14,4.591,1722.0,17.24,3069.0,99.84,0.0,0.0,0.0,4.591,1259.1,1114.71
15,4.593,1697.0,16.68,3069.0,99.78,0.0,0.0,0.0,4.593,1251.67,1118.16
16,4.64,1715.0,16.31,3067.0,99.91,0.002,714.0,0.41,4.642,1259.87,1136.21
17,4.666,1616.0,12.46,3061.0,99.97,0.0,0.0,0.0,4.666,1256.93,1137.38
18,4.636,1700.0,15.17,3065.0,99.95,0.0,0.0,0.0,4.636,1247.92,1143.41
19,4.619,1668.0,15.33,3063.0,99.22,0.0,0.0,0.0,4.619,1243.08,1131.13
20,4.649,1709.0,14.84,3066.0,100.0,0.0,0.0,0.0,4.649,1264.89,1137.25
21,4.657,1691.0,15.33,3063.0,99.98,0.001,713.0,0.63,4.658,1250.22,1134.96
22,4.678,1685.0,13.85,3063.0,100.0,0.0,0.0,0.0,4.678,1266.36,1150.71
23,4.662,1625.0,14.0,3064.0,99.99,0.0,0.0,0.0,4.662,1245.64,1127.68
24,4.661,1712.0,16.28,3067.0,100.0,0.0,0.0,0.0,4.661,1270.94,1143.55
25,4.615,1721.0,17.16,3070.0,99.84,0.0,0.0,0.0,4.615,1243.24,1120.31
26,4.632,1730.0,17.0,3069.0,99.89,0.0,0.0,0.0,4.632,1265.68,1116.16
27,4.696,1663.0,12.69,3061.0,100.0,0.0,0.0,0.0,4.696,1264.12,1155.49
28,4.699,1716.0,13.66,3063.0,100.0,0.0,0.0,0.0,4.699,1265.84,1144.27
29,4.649,1703.0,16.07,3067.0,99.99,0.0,0.0,0.0,4.649,1253.55,1124.96
30,4.648,1718.0,15.02,3067.0,99.89,0.0,0.0,0.0,4.648,1250.25,1134.29
31,4.624,1708.0,17.29,3070.0,99.93,0.0,0.0,0.0,4.624,1251.16,1119.99
32,4.672,1686.0,14.38,3064.0,99.83,0.0,0.0,0.0,4.672,1255.62,1127.19
33,4.676,1688.0,14.56,3066.0,99.96,0.0,0.0,0.0,4.676,1262.61,1132.89
34,4.666,1695.0,16.45,3067.0,99.81,0.0,0.0,0.0,4.666,1267.16,1122.11
35,4.673,1685.0,12.93,3064.0,99.75,0.0,0.0,0.0,4.673,1242.62,1128.83
36,4.679,1708.0,15.07,3066.0,99.92,0.0,0.0,0.0,4.679,1261.5,1141.27
37,4.767,1701.0,25.36,3060.0,100.0,0.0,0.0,0.0,4.767,1262.13,1152.74
38,4.679,1729.0,15.31,3065.0,99.95,0.0,711.0,0.53,4.679,1248.88,1139.15
39,4.664,1732.0,16.51,3068.0,99.89,0.0,0.0,0.0,4.664,1264.19,1127.51
40,4.643,1723.0,16.93,3070.0,99.98,0.0,0.0,0.0,4.643,1256.76,1123.24
41,4.643,1675.0,15.96,3067.0,99.77,0.0,0.0,0.0,4.643,1247.42,1126.44
42,4.661,1683.0,14.85,3066.0,99.75,0.0,0.0,0.0,4.661,1253.56,1124.46
43,4.689,1717.0,15.05,3065.0,99.98,0.0,0.0,0.0,4.689,1266.98,1144.85
44,4.654,1680.0,16.53,3068.0,99.91,0.0,0.0,0.0,4.654,1248.72,1119.62
45,4.666,1691.0,15.68,3067.0,99.69,0.0,0.0,0.0,4.666,1275.0,1126.6
