Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.334,1331.0,34.37,2088.0,57.2,0.0,0.0,0.0,2.334,654.21,599.64
1,4.434,1609.0,17.51,3072.0,98.11,0.0,714.0,0.41,4.434,1228.13,1094.44
2,4.611,1730.0,19.58,3068.0,99.92,0.0,0.0,0.0,4.611,1310.21,1120.39
3,4.667,1701.0,15.42,3060.0,99.9,0.0,0.0,0.0,4.667,1310.35,1159.11
4,4.698,1651.0,12.65,3057.0,100.0,0.0,0.0,0.0,4.698,1299.39,1141.29
5,4.687,1722.0,14.16,3057.0,100.0,0.0,0.0,0.0,4.687,1311.64,1156.41
6,4.684,1693.0,14.71,3060.0,100.0,0.0,0.0,0.0,4.684,1314.21,1143.34
7,4.684,1704.0,14.75,3058.0,100.0,0.002,714.0,0.41,4.686,1295.31,1153.26
8,4.599,1728.0,18.3,3069.0,99.77,0.0,0.0,0.0,4.599,1296.18,1112.87
9,4.667,1724.0,15.87,3062.0,99.86,0.001,711.0,0.43,4.668,1302.07,1127.78
10,4.639,1672.0,16.66,3064.0,99.85,0.0,0.0,0.0,4.639,1292.79,1139.16
11,4.63,1705.0,17.86,3065.0,99.88,0.0,0.0,0.0,4.63,1297.15,1138.91
12,4.654,1706.0,16.17,3064.0,99.89,0.0,0.0,0.0,4.654,1298.81,1125.43
13,4.692,1681.0,15.32,3061.0,100.0,0.0,0.0,0.0,4.692,1301.44,1132.88
14,4.578,1720.0,21.23,3071.0,99.32,0.0,0.0,0.0,4.578,1296.48,1118.52
15,4.658,1692.0,18.04,3063.0,99.91,0.0,712.0,0.32,4.658,1302.51,1143.43
16,4.671,1695.0,15.92,3062.0,99.89,0.0,0.0,0.0,4.671,1304.82,1137.58
17,4.701,1677.0,14.68,3061.0,99.97,0.0,0.0,0.0,4.701,1305.23,1125.83
18,4.706,1660.0,14.43,3061.0,100.0,0.0,0.0,0.0,4.706,1302.75,1147.07
19,4.669,1703.0,14.9,3062.0,99.0,0.0,0.0,0.0,4.669,1298.76,1144.2
20,4.691,1667.0,16.14,3062.0,99.9,0.0,0.0,0.0,4.691,1303.24,1144.38
21,4.698,1714.0,14.71,3060.0,99.91,0.0,0.0,0.0,4.698,1300.14,1147.2
22,4.69,1721.0,15.69,3064.0,99.96,0.0,0.0,0.0,4.69,1305.91,1124.99
23,4.719,1664.0,14.54,3060.0,100.0,0.0,0.0,0.0,4.719,1304.68,1144.51
24,4.697,1724.0,14.88,3062.0,100.0,0.0,0.0,0.0,4.697,1297.36,1138.37
25,4.724,1717.0,14.33,3061.0,100.0,0.0,0.0,0.0,4.724,1311.55,1150.02
26,4.746,1662.0,12.79,3056.0,100.0,0.0,0.0,0.0,4.746,1303.21,1150.73
27,4.704,1705.0,15.15,3061.0,100.0,0.0,0.0,0.0,4.704,1302.77,1129.75
28,4.726,1707.0,28.01,3064.0,99.87,0.0,0.0,0.0,4.726,1296.67,1139.57
29,4.666,1711.0,16.96,3066.0,99.59,0.0,0.0,0.0,4.666,1292.77,1115.51
30,4.715,1716.0,15.88,3061.0,100.0,0.001,712.0,0.31,4.716,1282.18,1139.01
31,4.687,1718.0,16.98,3066.0,99.94,0.0,0.0,0.0,4.687,1305.47,1128.9
32,4.666,1717.0,19.06,3068.0,99.85,0.0,0.0,0.0,4.666,1314.13,1122.15
33,4.65,1679.0,18.92,3069.0,99.52,0.0,0.0,0.0,4.65,1298.52,1105.66
34,4.701,1699.0,16.14,3062.0,99.81,0.0,0.0,0.0,4.701,1305.28,1131.77
35,4.703,1696.0,16.67,3063.0,99.85,0.0,0.0,0.0,4.703,1306.18,1130.98
36,4.702,1710.0,15.27,3063.0,99.47,0.0,0.0,0.0,4.702,1299.38,1134.71
37,4.748,1743.0,14.27,3059.0,100.0,0.0,0.0,0.0,4.748,1297.96,1147.21
38,4.735,1689.0,15.33,3060.0,100.0,0.0,0.0,0.0,4.735,1309.92,1142.16
39,4.723,1708.0,15.72,3062.0,99.97,0.0,0.0,0.0,4.723,1293.46,1143.71
40,4.727,1721.0,16.91,3061.0,100.0,0.0,0.0,0.0,4.727,1312.85,1148.42
41,4.707,1648.0,17.38,3061.0,100.0,0.0,0.0,0.0,4.707,1296.12,1149.11
