Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.453,1323.0,29.55,2121.0,59.86,0.0,0.0,0.0,2.453,673.27,626.11
1,4.463,1619.0,16.12,3072.0,98.95,0.001,714.0,0.41,4.464,1222.26,1091.6
2,4.639,1712.0,15.81,3064.0,99.91,0.0,0.0,0.0,4.639,1298.67,1130.25
3,4.672,1679.0,13.01,3061.0,100.0,0.0,0.0,0.0,4.672,1290.89,1139.84
4,4.861,1696.0,19.43,3063.0,100.0,0.0,0.0,0.0,4.861,1289.89,1139.55
5,4.651,1728.0,16.19,3062.0,100.0,0.0,0.0,0.0,4.651,1290.58,1152.35
6,4.665,1663.0,14.13,3063.0,100.0,0.0,0.0,0.0,4.665,1297.22,1142.98
7,4.653,1689.0,15.52,3064.0,99.94,0.0,0.0,0.0,4.653,1303.26,1129.68
8,4.62,1692.0,17.27,3066.0,99.93,0.0,0.0,0.0,4.62,1286.46,1127.89
9,4.617,1711.0,18.99,3067.0,99.85,0.002,712.0,0.32,4.619,1293.16,1124.18
10,4.657,1694.0,15.57,3063.0,99.86,0.0,0.0,0.0,4.657,1289.0,1134.83
11,4.658,1698.0,16.9,3064.0,99.95,0.0,0.0,0.0,4.658,1299.76,1146.68
12,4.738,1643.0,25.74,3060.0,99.94,0.001,712.0,0.32,4.739,1300.03,1137.86
13,4.696,1672.0,13.25,3058.0,100.0,0.0,0.0,0.0,4.696,1279.69,1154.69
14,4.601,1713.0,19.33,3070.0,99.8,0.0,0.0,0.0,4.601,1285.06,1113.66
15,4.666,1699.0,15.31,3064.0,99.89,0.0,0.0,0.0,4.666,1299.08,1139.23
16,4.626,1712.0,17.91,3066.0,99.89,0.0,0.0,0.0,4.626,1289.31,1135.07
17,4.683,1741.0,14.75,3063.0,99.99,0.0,0.0,0.0,4.683,1294.2,1130.34
18,4.709,1670.0,14.79,3061.0,100.0,0.0,0.0,0.0,4.709,1308.9,1151.4
19,4.67,1739.0,16.49,3064.0,99.5,0.0,0.0,0.0,4.67,1297.87,1147.23
20,4.68,1737.0,18.9,3063.0,100.0,0.001,714.0,0.41,4.681,1303.71,1153.02
