Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,1.974,1301.0,29.16,1819.0,48.84,0.001,706.0,0.22,1.975,553.75,498.45
1,4.435,1641.0,25.81,3075.0,97.21,0.0,0.0,0.0,4.435,1243.89,1086.15
2,4.721,1720.0,27.66,3064.0,99.6,0.0,0.0,0.0,4.721,1381.0,1158.58
3,4.749,1720.0,26.37,3063.0,99.74,0.0,0.0,0.0,4.749,1381.55,1152.51
4,4.906,1775.0,33.3,3064.0,99.69,0.0,0.0,0.0,4.906,1428.6,1163.95
5,4.709,1767.0,27.58,3066.0,99.83,0.0,0.0,0.0,4.709,1413.63,1154.07
6,4.693,1734.0,29.72,3067.0,99.51,0.0,0.0,0.0,4.693,1383.65,1159.08
7,4.718,1723.0,26.51,3067.0,99.5,0.0,0.0,0.0,4.718,1372.82,1152.88
8,4.631,1739.0,33.76,3075.0,99.45,0.0,0.0,0.0,4.631,1352.3,1161.22
9,4.643,1757.0,32.53,3074.0,99.31,0.0,712.0,0.32,4.643,1364.6,1159.45
10,4.581,1764.0,35.33,3077.0,98.84,0.0,0.0,0.0,4.581,1342.4,1154.98
11,4.68,1732.0,31.74,3070.0,99.2,0.001,709.0,0.22,4.681,1361.82,1162.41
12,4.701,1723.0,29.77,3071.0,99.59,0.0,0.0,0.0,4.701,1365.26,1158.27
13,4.627,1743.0,29.55,3073.0,99.28,0.0,711.0,0.53,4.627,1354.49,1164.84
14,4.665,1728.0,29.17,3071.0,99.41,0.0,0.0,0.0,4.665,1376.75,1153.27
15,4.609,1737.0,33.61,3077.0,99.08,0.0,0.0,0.0,4.609,1335.32,1166.9
16,4.769,1744.0,26.0,3064.0,99.84,0.0,0.0,0.0,4.769,1387.96,1155.21
17,4.652,1769.0,33.12,3074.0,99.38,0.0,0.0,0.0,4.652,1381.77,1162.16
18,4.758,1793.0,33.47,3066.0,99.77,0.0,0.0,0.0,4.758,1480.69,1156.25
19,4.784,1814.0,30.77,3063.0,99.88,0.0,0.0,0.0,4.784,1493.64,1146.62
20,4.726,1822.0,33.19,3068.0,99.78,0.0,0.0,0.0,4.726,1482.82,1163.17
