Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.153,1275.0,75.42,1800.0,50.23,0.0,0.0,0.0,2.153,602.43,508.59
1,4.623,1638.0,24.4,3067.0,99.64,0.001,713.0,0.41,4.624,1347.7,1086.52
2,4.856,1794.0,48.23,3061.0,99.91,0.0,0.0,0.0,4.856,1499.55,1158.6
3,4.915,1835.0,50.54,3059.0,99.85,0.0,0.0,0.0,4.915,1496.35,1168.73
4,4.763,1760.0,26.64,3062.0,99.92,0.0,0.0,0.0,4.763,1415.52,1158.41
5,4.641,1745.0,29.68,3070.0,99.23,0.0,0.0,0.0,4.641,1339.86,1146.23
6,4.639,1756.0,30.65,3071.0,99.38,0.0,0.0,0.0,4.639,1353.24,1158.22
7,4.595,1777.0,34.92,3076.0,98.99,0.0,0.0,0.0,4.595,1353.98,1165.46
8,4.623,1737.0,31.49,3075.0,99.33,0.0,0.0,0.0,4.623,1346.07,1156.67
9,4.583,1737.0,29.39,3076.0,99.23,0.002,714.0,0.41,4.585,1338.09,1161.32
10,4.658,1747.0,30.63,3072.0,99.16,0.0,0.0,0.0,4.658,1348.62,1162.68
11,4.654,1745.0,28.97,3070.0,99.24,0.0,0.0,0.0,4.654,1335.61,1147.75
12,4.851,1757.0,48.61,3067.0,99.56,0.003,711.0,0.75,4.854,1402.97,1172.83
13,4.812,1818.0,45.12,3059.0,99.84,0.0,0.0,0.0,4.815,1467.55,1154.23
14,4.74,1805.0,41.94,3072.0,99.49,0.0,708.0,0.22,4.74,1438.52,1161.84
15,4.698,1740.0,29.44,3070.0,99.57,0.0,0.0,0.0,4.698,1357.11,1157.61
16,4.665,1744.0,31.63,3073.0,99.27,0.0,0.0,0.0,4.665,1351.46,1158.83
17,4.695,1747.0,28.88,3070.0,99.43,0.0,0.0,0.0,4.695,1373.8,1164.8
