Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s
0,2.4,1299.0,33.08,2104.0,58.18,0.0,0.0,0.0,2.4,651.66,608.71
1,4.441,1624.0,17.24,3071.0,97.65,0.001,712.0,0.31,4.442,1228.85,1101.43
2,4.676,1717.0,14.43,3060.0,100.0,0.0,0.0,0.0,4.676,1314.48,1147.2
3,4.641,1721.0,16.3,3062.0,99.54,0.0,0.0,0.0,4.641,1315.37,1142.87
4,4.604,1737.0,20.29,3069.0,99.91,0.0,0.0,0.0,4.604,1303.9,1129.19
5,4.663,1693.0,16.13,3061.0,99.87,0.0,0.0,0.0,4.663,1312.69,1134.33
6,4.62,1701.0,19.33,3067.0,99.34,0.0,0.0,0.0,4.62,1326.78,1141.1
7,4.703,1699.0,13.49,3056.0,100.0,0.0,0.0,0.0,4.703,1307.04,1156.68
8,4.631,1716.0,20.08,3067.0,99.89,0.0,0.0,0.0,4.631,1321.08,1116.92
9,4.687,1713.0,16.79,3062.0,99.96,0.001,708.0,0.43,4.688,1317.6,1134.2
10,4.689,1735.0,15.3,3060.0,99.97,0.0,0.0,0.0,4.689,1322.06,1145.44
11,4.699,1710.0,14.63,3061.0,100.0,0.0,0.0,0.0,4.699,1296.08,1129.73
12,4.671,1703.0,16.18,3062.0,99.76,0.0,0.0,0.0,4.671,1316.71,1131.6
13,4.72,1684.0,13.47,3059.0,100.0,0.0,0.0,0.0,4.72,1325.86,1136.78
14,4.696,1697.0,15.08,3061.0,99.91,0.0,0.0,0.0,4.696,1308.7,1146.47
15,4.732,1670.0,12.94,3057.0,100.0,0.0,0.0,0.0,4.732,1320.04,1139.31
16,4.729,1702.0,19.21,3059.0,100.0,0.0,0.0,0.0,4.729,1321.53,1153.89
17,4.744,1699.0,22.15,3059.0,99.94,0.0,0.0,0.0,4.744,1325.96,1143.95
18,4.702,1700.0,17.66,3064.0,100.0,0.0,0.0,0.0,4.702,1316.17,1144.58
19,4.732,1685.0,14.34,3058.0,100.0,0.0,0.0,0.0,4.732,1316.15,1149.58
20,4.667,1720.0,20.92,3066.0,99.86,0.0,714.0,0.41,4.667,1302.46,1143.34
21,4.702,1708.0,15.92,3061.0,99.93,0.0,0.0,0.0,4.702,1319.85,1132.19
22,4.739,1667.0,13.97,3058.0,100.0,0.0,0.0,0.0,4.739,1307.08,1157.72
23,4.858,1772.0,32.55,3057.0,100.0,0.001,713.0,0.63,4.859,1333.89,1146.56
24,4.744,1710.0,20.53,3061.0,99.9,0.0,0.0,0.0,4.744,1310.05,1134.92
25,4.678,1720.0,17.88,3065.0,99.77,0.003,711.0,0.53,4.681,1306.49,1122.21
26,4.736,1732.0,14.27,3060.0,99.99,0.0,0.0,0.0,4.736,1326.61,1131.78
27,4.703,1709.0,15.29,3062.0,100.0,0.0,0.0,0.0,4.703,1299.28,1143.39
28,4.701,1742.0,15.63,3063.0,99.79,0.0,0.0,0.0,4.701,1303.98,1127.1
29,4.721,1729.0,16.13,3061.0,100.0,0.0,0.0,0.0,4.721,1304.39,1135.91
30,4.717,1710.0,14.39,3060.0,99.5,0.0,0.0,0.0,4.717,1304.8,1154.67
31,4.669,1711.0,17.59,3064.0,99.36,0.0,0.0,0.0,4.669,1309.14,1134.17
32,4.734,1712.0,14.64,3060.0,99.52,0.0,0.0,0.0,4.734,1314.2,1146.6
33,4.693,1712.0,16.86,3066.0,99.91,0.0,0.0,0.0,4.693,1304.03,1123.61
34,4.818,1715.0,40.37,3066.0,99.95,0.0,0.0,0.0,4.818,1302.63,1140.1
35,5.12,1766.0,93.24,3061.0,99.88,0.001,710.0,0.75,5.125,1311.62,1119.82
36,5.222,1762.0,98.72,3063.0,99.94,0.0,0.0,0.0,5.222,1321.97,1149.5
37,5.305,1786.0,97.23,3057.0,100.0,0.0,709.0,0.22,5.305,1338.36,1154.62
38,5.321,1839.0,98.06,3055.0,100.0,0.0,0.0,0.0,5.321,1320.57,1155.32
39,5.263,1827.0,98.78,3061.0,99.77,0.0,710.0,0.22,5.263,1337.3,1127.52
40,5.233,1820.0,98.21,3063.0,99.86,0.0,0.0,0.0,5.233,1325.04,1145.7
41,5.24,1784.0,98.04,3059.0,99.92,0.0,708.0,0.22,5.24,1318.05,1148.75
42,5.277,1827.0,98.2,3060.0,99.96,0.0,0.0,0.0,5.277,1329.22,1147.7
43,5.228,1804.0,97.72,3053.0,99.93,0.0,0.0,0.0,5.232,1322.36,1147.26
44,4.766,1711.0,17.03,3060.0,100.0,0.0,0.0,0.0,4.766,1316.84,1142.73
45,4.791,1674.0,14.03,3057.0,99.93,0.0,709.0,0.22,4.791,1318.12,1151.58
46,4.79,1759.0,28.52,3060.0,100.0,0.0,0.0,0.0,4.79,1325.58,1150.21
47,4.743,1694.0,16.09,3064.0,99.94,0.0,0.0,0.0,4.743,1314.8,1121.42
48,4.706,1713.0,17.65,3067.0,99.98,0.0,0.0,0.0,4.706,1302.88,1123.26
49,4.781,1700.0,14.32,3059.0,100.0,0.0,0.0,0.0,4.781,1326.74,1138.21
50,4.757,1705.0,19.41,3059.0,99.52,0.0,709.0,0.22,4.757,1307.44,1133.95
51,5.03,1765.0,51.36,3062.0,100.0,0.0,0.0,0.0,5.03,1317.58,1144.14
52,5.282,1809.0,99.84,3059.0,100.0,0.0,709.0,0.22,5.282,1325.21,1157.0
53,5.228,1815.0,99.8,3064.0,99.93,0.0,0.0,0.0,5.228,1305.26,1136.49
54,5.24,1806.0,100.0,3063.0,99.99,0.0,0.0,0.0,5.24,1323.14,1141.96
55,5.29,1815.0,100.0,3059.0,100.0,0.0,709.0,0.22,5.29,1337.93,1147.66
56,5.31,1791.0,99.94,3063.0,99.84,0.0,0.0,0.0,5.31,1330.55,1145.22
57,5.484,1874.0,100.0,3055.0,100.0,0.0,709.0,0.22,5.484,1331.24,1154.63
58,5.295,1721.0,100.0,3055.0,100.0,0.0,0.0,0.0,5.295,1329.75,1155.6
59,4.848,1750.0,42.07,3066.0,99.9,0.0,0.0,0.0,4.848,1315.43,1148.33
60,4.741,1713.0,18.27,3064.0,100.0,0.0,0.0,0.0,4.741,1321.0,1156.82
61,4.787,1675.0,15.67,3059.0,100.0,0.0,709.0,0.22,4.787,1293.73,1151.01
62,4.767,1713.0,17.68,3060.0,100.0,0.0,710.0,0.22,4.767,1318.24,1145.11
