Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.998,1198.0,19.64,1827.0,50.52,0.0,0.0,0.0,1.998,520.94,473.82,false
1,4.48,1470.0,17.49,3074.0,99.81,0.002,714.0,0.42,4.482,1148.06,1078.0,false
2,4.68,1669.0,16.31,3063.0,100.0,0.0,0.0,0.0,4.68,1249.07,1158.29,false
3,4.665,1710.0,21.63,3066.0,99.91,0.0,0.0,0.0,4.665,1259.61,1155.02,false
4,4.657,1664.0,21.59,3066.0,99.75,0.0,0.0,0.0,4.657,1238.43,1144.28,false
5,4.68,1711.0,31.17,3069.0,99.58,0.0,0.0,0.0,4.68,1255.81,1159.06,false
6,4.7,1637.0,18.56,3065.0,100.0,0.0,0.0,0.0,4.7,1250.57,1155.5,false
7,4.646,1677.0,17.23,3070.0,99.86,0.0,0.0,0.0,4.646,1231.46,1149.28,false
8,4.614,1725.0,27.29,3074.0,99.35,0.0,709.0,0.22,4.614,1248.77,1150.65,false
9,4.712,1692.0,21.08,3068.0,99.89,0.0,708.0,0.22,4.712,1256.81,1157.07,false
10,4.654,1688.0,22.94,3071.0,99.51,0.003,712.0,0.63,4.657,1230.25,1152.39,false
11,4.675,1711.0,23.76,3071.0,99.86,0.0,0.0,0.0,4.675,1253.81,1154.67,false
12,4.738,1680.0,19.75,3066.0,100.0,0.0,0.0,0.0,4.738,1270.24,1155.95,false
13,4.698,1696.0,20.75,3068.0,99.85,0.0,0.0,0.0,4.698,1240.54,1152.28,false
14,4.691,1676.0,22.39,3070.0,99.85,0.0,0.0,0.0,4.691,1245.3,1154.17,false
15,4.707,1701.0,20.85,3068.0,99.83,0.0,0.0,0.0,4.707,1249.96,1153.25,false
16,4.647,1702.0,24.34,3073.0,99.5,0.0,0.0,0.0,4.647,1241.92,1151.27,false
17,4.723,1695.0,21.48,3068.0,99.9,0.0,0.0,0.0,4.723,1249.19,1153.58,false
18,4.713,1690.0,21.59,3069.0,99.8,0.0,0.0,0.0,4.713,1245.96,1156.89,false
19,4.709,1712.0,21.61,3070.0,99.65,0.0,0.0,0.0,4.709,1244.18,1152.23,false
20,4.745,1690.0,19.67,3066.0,100.0,0.0,0.0,0.0,4.745,1259.36,1151.76,false
21,4.74,1680.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.74,1259.65,1153.84,false
22,4.741,1682.0,20.03,3067.0,100.0,0.0,0.0,0.0,4.741,1258.03,1148.83,false
23,4.749,1695.0,21.41,3067.0,100.0,0.001,711.0,0.53,4.75,1262.33,1154.68,false
24,4.695,1712.0,22.35,3071.0,99.5,0.0,0.0,0.0,4.695,1243.88,1155.53,false
25,4.758,1680.0,21.29,3067.0,100.0,0.0,708.0,0.43,4.758,1256.75,1156.07,false
26,4.726,1660.0,14.4,3066.0,100.0,0.0,0.0,0.0,4.726,1246.36,1149.06,false
27,4.804,1751.0,35.3,3064.0,99.86,0.0,715.0,0.72,4.804,1360.12,1152.98,false
28,4.796,1719.0,17.57,3061.0,100.0,0.0,0.0,0.0,4.796,1328.1,1140.9,false
29,4.742,1676.0,19.57,3068.0,99.85,0.0,0.0,0.0,4.742,1252.04,1153.64,false
30,4.71,1697.0,22.31,3070.0,99.85,0.0,0.0,0.0,4.71,1235.78,1156.0,false
