Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.0,1214.0,27.68,1809.0,50.16,0.001,712.0,0.53,2.001,519.12,468.35,false
1,4.535,1456.0,18.9,3073.0,99.84,0.001,708.0,0.22,4.536,1159.16,1080.81,false
2,4.687,1670.0,20.24,3065.0,100.0,0.0,0.0,0.0,4.687,1244.85,1146.48,false
3,4.715,1675.0,21.16,3064.0,100.0,0.001,714.0,0.41,4.716,1269.94,1154.81,false
4,4.709,1628.0,19.76,3063.0,100.0,0.0,0.0,0.0,4.709,1266.24,1153.93,false
5,4.714,1634.0,19.17,3063.0,100.0,0.0,0.0,0.0,4.714,1256.41,1149.16,false
6,4.68,1679.0,20.98,3067.0,99.84,0.0,0.0,0.0,4.68,1243.15,1141.19,false
7,4.702,1683.0,21.2,3068.0,99.86,0.0,0.0,0.0,4.702,1251.08,1149.62,false
8,4.677,1687.0,21.3,3070.0,99.68,0.0,0.0,0.0,4.677,1251.98,1151.95,false
9,4.731,1676.0,20.49,3066.0,100.0,0.0,709.0,0.22,4.731,1254.96,1147.77,false
10,4.948,1693.0,37.83,3066.0,100.0,0.0,712.0,0.31,4.948,1269.19,1152.22,false
11,5.33,1690.0,92.42,3067.0,99.93,0.001,712.0,0.32,5.331,1261.1,1169.85,false
12,5.657,1970.0,99.96,3065.0,100.0,0.0,713.0,0.63,5.657,1253.19,1155.74,false
13,5.918,1802.0,99.48,3051.0,100.0,0.003,713.0,0.31,5.921,1254.66,1163.85,false
14,6.507,1832.0,99.77,3035.0,100.0,0.0,709.0,0.22,6.507,1261.42,1158.15,false
15,5.251,1729.0,100.0,3067.0,100.0,0.0,0.0,0.0,5.251,1266.65,1169.52,false
16,5.305,1721.0,100.0,3065.0,100.0,0.0,709.0,0.43,5.305,1269.65,1164.28,false
17,5.186,1736.0,99.9,3069.0,99.85,0.0,0.0,0.0,5.186,1257.63,1164.81,false
18,5.129,1743.0,85.23,3067.0,99.83,0.0,708.0,0.22,5.129,1256.59,1162.42,false
19,5.048,1720.0,67.04,3067.0,99.7,0.0,0.0,0.0,5.048,1258.29,1157.36,false
20,4.941,1716.0,53.03,3066.0,100.0,0.0,711.0,0.53,4.941,1266.03,1159.71,false
21,5.343,1689.0,100.0,3066.0,100.0,0.0,0.0,0.0,5.343,1265.6,1164.31,false
22,5.215,1710.0,84.89,3066.0,100.0,0.001,713.0,0.31,5.215,1266.29,1155.36,false
23,4.753,1689.0,21.65,3068.0,99.86,0.0,0.0,0.0,4.753,1251.38,1150.36,false
24,4.756,1684.0,22.38,3067.0,100.0,0.001,709.0,0.22,4.757,1259.79,1147.12,false
25,4.745,1709.0,22.28,3069.0,99.73,0.0,0.0,0.0,4.745,1250.58,1153.49,false
26,4.74,1694.0,21.63,3067.0,99.94,0.0,0.0,0.0,4.74,1252.85,1153.66,false
27,4.766,1668.0,20.69,3066.0,100.0,0.0,0.0,0.0,4.766,1260.51,1150.74,false
28,4.766,1663.0,19.85,3066.0,100.0,0.0,0.0,0.0,4.766,1255.28,1150.33,false
29,4.833,1698.0,31.34,3069.0,99.75,0.0,0.0,0.0,4.833,1246.79,1150.96,false
30,4.876,1691.0,39.78,3068.0,99.81,0.0,0.0,0.0,4.876,1242.76,1157.69,false
31,4.799,1668.0,30.43,3068.0,99.84,0.0,708.0,0.22,4.799,1247.84,1154.09,false
32,4.757,1687.0,20.79,3068.0,100.0,0.0,0.0,0.0,4.757,1248.41,1151.35,false
33,4.739,1690.0,23.15,3070.0,99.7,0.0,0.0,0.0,4.739,1249.84,1150.41,false
34,4.784,1684.0,19.54,3066.0,100.0,0.0,0.0,0.0,4.784,1259.15,1151.04,false
35,4.931,1706.0,48.18,3066.0,100.0,0.0,708.0,0.22,4.931,1266.68,1153.67,false
36,5.23,1786.0,68.06,3063.0,100.0,0.0,0.0,0.0,5.23,1266.79,1157.59,false
37,4.951,1707.0,51.02,3068.0,100.0,0.0,708.0,0.22,4.951,1259.83,1158.24,false
38,4.759,1704.0,25.79,3069.0,99.73,0.0,0.0,0.0,4.759,1251.9,1150.76,false
39,5.096,1775.0,56.46,3066.0,100.0,0.0,710.0,0.22,5.096,1270.35,1159.37,false
40,5.153,1782.0,91.35,3071.0,99.5,0.0,0.0,0.0,5.153,1245.91,1153.2,false
41,6.04,1795.0,97.92,3043.0,99.84,0.0,712.0,0.53,6.04,1261.96,1168.39,false
42,6.749,2026.0,49.6,2993.0,99.99,0.0,0.0,0.0,6.749,1280.26,1154.59,false
43,5.526,1754.0,42.16,3052.0,100.0,0.001,713.0,0.31,5.527,1239.8,1144.54,false
44,4.751,1718.0,24.63,3070.0,99.69,0.0,0.0,0.0,4.751,1260.55,1154.87,false
45,4.764,1688.0,21.53,3068.0,99.83,0.0,0.0,0.0,4.764,1258.16,1153.49,false
46,4.9,1733.0,37.7,3066.0,100.0,0.001,709.0,0.22,4.9,1266.06,1159.55,false
47,4.813,1671.0,24.47,3067.0,100.0,0.0,0.0,0.0,4.813,1260.54,1148.6,false
