Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.933,1169.0,21.96,1769.0,48.88,0.0,0.0,0.0,1.933,500.89,454.29,false
1,4.647,1498.0,39.52,3073.0,99.97,0.001,710.0,0.75,4.648,1153.73,1075.99,false
2,4.777,1663.0,40.62,3059.0,100.0,0.0,0.0,0.0,4.781,1254.61,1159.72,false
3,4.77,1698.0,27.26,3061.0,100.0,0.0,708.0,0.22,4.77,1317.39,1150.68,false
4,4.743,1755.0,21.49,3060.0,100.0,0.0,0.0,0.0,4.743,1361.69,1155.75,false
5,4.738,1745.0,23.78,3061.0,100.0,0.0,0.0,0.0,4.738,1368.79,1151.67,false
6,4.733,1701.0,16.51,3060.0,100.0,0.0,0.0,0.0,4.733,1329.69,1149.27,false
7,4.684,1685.0,20.31,3068.0,99.86,0.0,709.0,0.22,4.684,1251.45,1141.86,false
8,4.712,1688.0,22.11,3068.0,100.0,0.0,0.0,0.0,4.712,1244.86,1152.9,false
9,4.72,1704.0,21.63,3066.0,100.0,0.0,707.0,0.43,4.72,1263.52,1151.94,false
10,4.688,1673.0,21.12,3069.0,99.87,0.0,0.0,0.0,4.688,1249.5,1157.35,false
11,4.706,1678.0,20.52,3068.0,99.87,0.0,0.0,0.0,4.706,1247.69,1156.92,false
12,4.727,1674.0,19.84,3066.0,100.0,0.0,0.0,0.0,4.727,1251.0,1151.2,false
13,4.715,1655.0,18.43,3067.0,99.87,0.0,0.0,0.0,4.715,1243.29,1152.83,false
14,4.727,1674.0,21.07,3067.0,100.0,0.0,0.0,0.0,4.727,1244.81,1151.15,false
15,4.739,1676.0,19.11,3066.0,100.0,0.0,0.0,0.0,4.739,1252.77,1152.27,false
16,4.743,1676.0,19.53,3066.0,100.0,0.0,0.0,0.0,4.743,1252.5,1151.08,false
17,4.679,1671.0,24.13,3071.0,99.74,0.0,0.0,0.0,4.679,1233.25,1151.56,false
18,5.13,1728.0,95.32,3058.0,100.0,0.001,709.0,0.43,5.134,1264.02,1157.28,false
19,5.17,1752.0,99.19,3067.0,99.83,0.0,713.0,0.31,5.17,1267.16,1169.38,false
20,5.118,1734.0,99.53,3070.0,99.67,0.0,0.0,0.0,5.118,1246.88,1164.1,false
21,5.115,1748.0,99.89,3071.0,99.87,0.001,709.0,0.22,5.116,1257.45,1157.89,false
22,5.163,1734.0,99.93,3068.0,100.0,0.0,0.0,0.0,5.163,1258.01,1169.06,false
23,5.149,1715.0,97.04,3067.0,99.86,0.0,0.0,0.0,5.149,1264.21,1166.02,false
24,5.155,1729.0,97.44,3067.0,99.85,0.0,0.0,0.0,5.155,1259.24,1155.13,false
