Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.754,1184.0,20.9,1741.0,45.54,0.0,0.0,0.0,1.754,64.36,377.87,378.05,false
1,4.523,1581.0,18.72,3075.0,99.97,0.001,712.0,0.32,4.524,127.29,1066.88,1067.45,false
2,4.758,1759.0,19.54,3061.0,100.0,0.0,0.0,0.0,4.758,165.43,1146.78,1154.36,false
3,4.797,1796.0,23.11,3059.0,100.0,0.001,712.0,0.53,4.798,177.81,1158.33,1145.27,false
4,4.798,1864.0,18.9,3052.0,100.0,0.0,0.0,0.0,4.798,180.72,1142.38,1156.85,false
5,4.79,1811.0,20.99,3059.0,100.0,0.0,0.0,0.0,4.79,179.81,1154.62,1151.47,false
6,4.761,1931.0,17.58,3056.0,100.0,0.003,716.0,0.61,4.764,184.35,1141.55,1147.17,false
7,4.78,1855.0,19.3,3056.0,100.0,0.0,0.0,0.0,4.78,186.82,1152.61,1137.47,false
8,4.783,1810.0,21.81,3060.0,100.0,0.0,0.0,0.0,4.783,192.43,1137.3,1148.89,false
9,4.772,1951.0,21.11,3057.0,100.0,0.0,714.0,0.41,4.772,185.48,1142.06,1151.46,false
10,4.757,1803.0,25.2,3064.0,100.0,0.0,0.0,0.0,4.757,189.57,1158.02,1139.32,false
11,4.796,1930.0,19.45,3055.0,100.0,0.0,0.0,0.0,4.796,184.93,1140.76,1148.23,false
12,4.781,1934.0,21.27,3057.0,100.0,0.0,0.0,0.0,4.781,183.78,1143.84,1147.59,false
13,4.788,1903.0,21.36,3058.0,100.0,0.0,0.0,0.0,4.788,188.31,1141.3,1145.99,false
14,4.774,1847.0,25.88,3061.0,100.0,0.001,708.0,0.43,4.775,186.87,1144.45,1148.47,false
15,4.809,1791.0,22.19,3059.0,100.0,0.0,0.0,0.0,4.809,192.57,1143.65,1143.4,false
16,4.799,1959.0,20.23,3056.0,100.0,0.0,0.0,0.0,4.799,183.73,1143.2,1147.03,false
17,4.809,1970.0,19.64,3055.0,100.0,0.0,0.0,0.0,4.809,185.07,1143.42,1138.85,false
18,4.863,1854.0,32.56,3057.0,100.0,0.002,711.0,0.53,4.865,191.55,1137.92,1147.43,false
